;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
1789;1790;@Tomillar63 @sabina66801497 @POZI1972 @vlc_JI @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/6tz3FIPugs;0;JI lustre ;0.0
1790;1791;@vlc_JI @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/QeQyiuecdG;0;JI lustre ;0.0
1791;1792;que feo cuerpo que tengo 😭;0;feo cuerpo;-1.0
1792;1793;La Comarca del Cinca Medio ha presentado hoy en Fonz su catálogo de Servicios Sociales;0;Comarca Cinca Medio presentado hoy Fonz catálogo Servicios Sociales;0.0
1793;1794;" la atención a… https://t.co/r5M9U4ptpj""";0;atención;0.0
1794;1795;@POZI1972 @PepHernandez4 @vlc_JI @Tomillar63 @sabina66801497 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre… https://t.co/4Kk4xYOotr;0;JI lustre;0.0
1795;1796;@ecidlm Lo han llevado a europa y todo pero no ha salido mucho en los medios fuera de esta región..;0;llevado europa salido medios región  ;0.0
1796;1797;Aragón, España;0;Aragón  España;0.0
1797;1798;@BEsquiliche @Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/aylwQ36bK8;0;lustre;0.0
1798;1799;El sábado 12 de febrero, voluntarios de @caixabank participaron en nuestro Taller de preparación de carnavales incl… https://t.co/eCLu8VRNJM;0;sábado 12 febrero  voluntarios participaron Taller preparación carnavales incl;0.0
1799;1800;@DaddyFrancisko A mi igual, me pasa lo mismo con el Zaragoza y alguno más, además el tener familia cántabra me hace simpatizar un poco;0;igual  pasa mismo Zaragoza alguno  además tener familia cántabra hace simpatizar;0.0
1800;1801;El dueño del Heraldo tiene negocios con @Claudiashein https://t.co/n6gMCMQ1XP;0;dueño Heraldo negocios;0.0
1801;1802;@vlc_JI @Mr_morq @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/h63LHAOC3g;0;JI morq lustre ;0.0
1802;1803;TERUEL EXISTE !!!! 😜😍 https://t.co/rGCduE4Wsf;0;TERUEL EXISTE;0.0
1803;1804;@ricardomraphael @AdrianLarisC @heraldodemexico Todo mi apoyo Ricardo... todo mi repudio a heraldo...;0;apoyo Ricardo  repudio heraldo ;-1.0
1804;1805;@BEsquiliche @Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/gZemiLYTpO;0;JI lustre ;0.0
1805;1806;"@heraldoes Y esa ruptura,entrará también en su ""plan""....? 😂";0;ruptura  entrará  plan    ;0.0
1806;1807;@CalimeroInfante @Mr_morq @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/yo4dMluI5S;0;morq lustre ;0.0
1807;1808;@POZI1972 @vlc_JI @BEsquiliche @sabina66801497 @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/yRI7uD5GLF;0;JI lustre ;0.0
1808;1809;@pasotti_ @MetrobusCDMX @cinthyastettin @heraldodemexico El Heraldo! 😹😹😹;0; Heraldo;0.0
1809;1810;📹 Rosa Serrano repasó temas de actualidad como las bandas latinas en la capital aragonesa, el reparto de los fondos… https://t.co/crW4LihNjF;0;Rosa Serrano repasó temas actualidad bandas latinas capital aragonesa  reparto fondos;-1.0
1810;1811;@4loneso viva Teruel existe;0;viva Teruel existe;1.0
1811;1812;Se activa #AlertaAmber para localizar a la menor de 17 años de edad, de nombre Jennifer García Aragón, fue vista po… https://t.co/SFPslpDt68;0;activa AlertaAmber localizar menor 17 años edad  nombre Jennifer García Aragón  vista po;1.0
1812;1813;@JuanCladeRamon En Teruel y en Valencia tb se decía en los 1990s...;0;Teruel Valencia tb decía 1990s ;0.0
1813;1814;☀️ Jaime I de Aragón: el rey que nació de una conspiración y cuyo nombre decidió un curioso ritual... https://t.co/hVKqqTOUDI;0;Jaime I Aragón  rey nació conspiración cuyo nombre decidió curioso ritual ;0.0
1814;1815;PREVIA | #CasademontZaragoza visita a @ibaetabasket tras el parón y con ausencias;0;PREVIA CasademontZaragoza visita tras parón ausencias;-1.0
1815;1816;Zaragoza;0;Zaragoza;0.0
1816;1817;@Mr_morq @CalimeroInfante @BEsquiliche @DanielRodOrd @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/4twdfjaWgU;0;morq JI lustre ;0.0
1817;1818;@Mr_morq @vlc_JI @sabina66801497 @Tomillar63 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/JoU284urjp;0;morq JI lustre ;0.0
1818;1819;'El 'blat', el trigo y el 'trig': variaciones de un paisaje conocido',  Iván Teruel Léelo en: @cronicaglobal… https://t.co/0qfcfSSEBj;0;  blat   trigo  trig   variaciones paisaje conocido   Iván Teruel Léelo ;0.0
1819;1820;@___sinmas viva aragon;0; sinmas viva arago;1.0
1820;1821;@CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/jb1Ami315p;0;JI lustre ;0.0
1821;1822;¿Sabias que Cantón es el principal punto de entrada de importaciones alimentarias de China?;0;Sabias Cantón principal punto entrada importaciones alimentarias China ;1.0
1822;1823;Zaragoza;0;Zaragoza;0.0
1823;1824;@Eilsel_zl Vivo en Ecatepec y trabajo en Bosques de Aragón 🙃;0;zl Vivo Ecatepec trabajo Bosques Aragón;1.0
1824;1825;@vlc_JI @Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/4nvxx8b9Za;0;JI lustre ;0.0
1825;1826;@ricardomraphael @AdrianLarisC @heraldodemexico Esas noticias se dan en viernes, para ver cuanto pendejo sale a gri… https://t.co/2fv61CffRa;0;noticias dan viernes  ver cuanto pendejo sale gri;0.0
1826;1827;⚽JIM, comparado con JIM. El #RealZaragoza ha pasado de sumar el 66,6% de los puntos en casa el año pasado al 35,9%… https://t.co/469gPjxugp;0;JIM  comparado JIM  RealZaragoza pasado sumar 66  6 puntos casa año pasado 35  9;0.0
1827;1828;@RMexico2024 @RLirastrato @CarlosLoret Cuando les conviene es confiable? Porque si moa no recuerdo, han dicho que H… https://t.co/dWUTaP7UUL;0;conviene confiable  si moa recuerdo  dicho H;1.0
1828;1829;Silvia Vidal presentando Sinfonía mágica en el Pirineos Mountain Film Festival, en Huesca. https://t.co/5QTQznqdzW;0;Silvia Vidal presentando Sinfonía mágica Pirineos Mountain Film Festival  Huesca ;0.0
1829;1830;@orbitagrana Estaría espectacular que contrastaras la info.;0;espectacular contrastaras info ;0.0
1830;1831;Cartagena, España;0;Cartagena  España;0.0
1831;1832;@Tomillar63 @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/7bC72wxKQo;0;lustre;0.0
1832;1833;@CalimeroInfante @Mr_morq @BEsquiliche @DanielRodOrd @sabina66801497 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/gywow90tnW;0;morq JI lustre ;0.0
1833;1834;ℹ️ Autismo Aragón una de las entidades seleccionadas en la iniciativa “Planta tu Proyecto 2021” de CaixaBank;0;ℹ Autismo Aragón entidades seleccionadas iniciativa Planta Proyecto 2021 CaixaBa;0.0
1834;1835;Zaragoza;0;Zaragoza;0.0
1835;1836;Me hace gracia, los 2 dicen jodó (porque son de Aragón) :D #Secret16F #Martian16F #Secret;0;hace gracia  2 dicen jodó  Aragón   D Secret16F Martian16F Secret;0.0
1836;1837;@POZI1972 @Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/fLShmlT27T;0;JI lustre ;0.0
1837;1838;@POZI1972 @vlc_JI @sabina66801497 @Tomillar63 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/nkUxCoOlze;0;JI lustre ;0.0
1838;1839;Te crees que puedes hacerme daño?;0;crees puedes hacerme daño ;-1.0
1839;1840;Zaragoza, España;0;Zaragoza  España;0.0
1840;1841;@DanielRodOrd @Tomillar63 @POZI1972 @BEsquiliche @sabina66801497 @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/3nsZDZDlzo;0;lustre ;0.0
1841;1842;@Mr_morq @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___ @PeiBasque… https://t.co/1EAhvEqxQj;0;morq JI lustre ;0.0
1842;1843;Bien por Teruel Existe y cuánta formación de la España vaciada exista! Pero no olvidar que mucho de lo que consigue… https://t.co/lEjovdF4V7;0;Bien Teruel Existe cuánta formación España vaciada exista olvidar consigue;-1.0
1843;1844;@Javiermorro3 El Racing siemre me ha caído bien eh, incluso sin el odio al Depor de por medio me fijo todas las sem… https://t.co/6kyuIxGUTn;0;Racing siemre caído bien eh  incluso odio Depor medio fijo todas sem;-1.0
1844;1845;🔴 Vean esta imagen que hemos encontrado en el Heraldo de Aragón. Es el 'Rincón del Beso': un banco que acaba de ina… https://t.co/g5XDmDSEWe;0;Vean imagen encontrado Heraldo Aragón   Rincón Beso   banco acaba ina;0.0
1845;1846;Te extraño morocha linda de ojos verdes 😖💕;0;extraño morocha linda ojos verdes;-1.0
1846;1847;@vlc_JI @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/WGgIsdGTCW;0;JI lustre ;0.0
1847;1848;En esta vida he debido de hacer algo mal, no solo me quita las ganas de vivir el puto Zaragoza que ahora también me… https://t.co/NzDNjvAvcB;0;vida debido hacer mal  solo quita ganas vivir puto Zaragoza ahora;0.0
1848;1849;@Mr_morq @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/1yly6t5Ahu;0;morq JI lustre ;0.0
1849;1850;@Tomillar63 @POZI1972 @vlc_JI @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque @Juanma_Saez… https://t.co/QR89mfVLK0;0;JI lustre  Saez;0.0
1850;1851;Aunque no soy un jugador de mucho contenido end-game (ni muy bueno) hemos podido conseguir varias cosas como Profec… https://t.co/scWyQcimdu;0;Aunque jugador contenido endgame  bueno  podido conseguir varias cosas Profec;1.0
1851;1852;#Zaragoza #NotiSur;0;Zaragoza NotiSur;0.0
1852;1853;Teruel Existe urge al Gobierno a la aplicación de las ayudas a empresas en zonas despobladas;0;Teruel Existe urge Gobierno aplicación ayudas empresas zonas despobladas;-1.0
1853;1854;Teruel, España;0;Teruel  España;0.0
1854;1855;🔴 @AlbaBS87 explica la lucha de Teruel Existe hasta su éxito en las elecciones generales y qué han conseguido desde… https://t.co/XDejs9GWZ5;0;explica lucha Teruel Existe éxito elecciones generales conseguido;1.0
1855;1856;@Tomillar63 @sabina66801497 @vlc_JI @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/t95OFswXY3;0;JI lustre ;0.0
1856;1857;@BEsquiliche @CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/Twt00TgZ8B;0;JI lustre ;0.0
1857;1858;@vlc_JI @Tomillar63 @POZI1972 @BEsquiliche @sabina66801497 @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/jfzboZ3BUH;0;JI lustre ;0.0
1858;1859;@RLirastrato @CarlosLoret El Heraldo de Mexico ya no es confiable? https://t.co/letaNniJpG;0;Heraldo Mexico confiable ;0.0
1859;1860;@Ganchito65 Y el guaraní en Aragón;0;guaraní Aragó;0.0
1860;1861;@goriladalazi @PepHernandez4 @ACV___ @mestel9 @CtzenCaneSpain @FreeyellowMarta @DanielRodOrd @vxerocomunista… https://t.co/xovBCIdxyM;0;;0.0
1861;1862;@BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___ @PeiBasque… https://t.co/p25sYlKjHB;0;JI lustre ;0.0
1862;1863;@adrianayujuju ¿Por dónde paras? Por aquí y allá aún resisten algunos. De todas formas, con internet es fácil acced… https://t.co/jQRHfbS9QZ;0;dónde paras  aquí allá aún resisten  todas formas  internet fácil acced;1.0
1863;1864;@BEsquiliche @Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/w4a7q58cif;0;JI lustre ;0.0
1864;1865;@Mr_morq @sabina66801497 @Tomillar63 @POZI1972 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/QDhcG86fXy;0;morq lustre ;0.0
1865;1866;Las ventas de perfumería y cosmetica a China suman 157 mill. USD hasta noviembre y se mantienen en cotas similares… https://t.co/se6ylTT2ow;0;ventas perfumería cosmetica China suman 157 mill  USD noviembre mantienen cotas similares;0.0
1866;1867;@CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/qzh1o4u1ew;0;JI lustre ;0.0
1867;1868;Otro periodista incómodo ahora para el Heraldo? https://t.co/D9bFOpi54s;0;periodista incómodo ahora Heraldo ;-1.0
1868;1869;@AlexaGissara @not_a_funkiller Bora ✨de rodillas✨ ;0;afunkiller Bora rodillas;0.0
1869;1870;somewhere outer..;0;somewhere outer  ;0.0
1870;1871;@Mr_morq @vlc_JI @sabina66801497 @Tomillar63 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/z6dKvB3GuI;0;morq JI lustre ;0.0
1871;1872;@miguelgalvarez @mactamingmailc1 @PSOE_Velilla @Podemos_Velilla @CsVelillaSanAn @PPVelilla Es la bandera de la Corona de Aragón. ¿Y?;0;Velilla Velilla bandera Corona Aragón  ;0.0
1872;1873;❄ La actuación se inscribe en las obras de remodelación de la terminal ferroviaria https://t.co/UBJP6aFbhE;0;actuación inscribe obras remodelación terminal ferroviaria;0.0
1873;1874;@sabina66801497 @POZI1972 @vlc_JI @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/Oo7b7wPyru;0;JI lustre ;0.0
1874;1875;#Danea16F ❤️;0;Danea16F;0.0
1875;1876;Castellón de la Plana;0;Castellón Plana;0.0
1876;1877;@PepHernandez4 @Tomillar63 @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain… https://t.co/R75Zb1YP99;0;;0.0
1877;1878;@Mr_morq @vlc_JI @Tomillar63 @POZI1972 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/sc5OF1MPLn;0;morq JI lustre ;0.0
1878;1879;@Tomillar63 @CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/Zl1swzSmPx;0;JI lustre ;0.0
1879;1880;🔴 Teruel Existe se presentará a las elecciones autonómicas y municipales de 2023. Lo harán en Teruel... y en todo A… https://t.co/5j1gn1b5qK;0;Teruel Existe presentará elecciones autonómicas municipales 2023  harán Teruel ;0.0
1880;1881;@Tomillar63 @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/As0q0Ns8gF;0;lustre;0.0
1881;1882;"Con gusto antendí la invitación de la Fuerza Aérea Mexicana a ""Toma de Protesta, Posesión del Cargo y Protesta de B… https://t.co/ElgKybwwMc";0;gusto antendí invitación Fuerza Aérea Mexicana  Toma Protesta  Posesión Cargo Protesta B;-1.0
1882;1883;Luis Buñuel nació en el pueblo de Calanda (el de los tambores), en Teruel, en 1900.  En su juventud fue novio de Co… https://t.co/xRBPZIfGQO;0;Luis Buñuel nació pueblo Calanda  tambores   Teruel  1900  juventud novio Co;0.0
1883;1884;@CalimeroInfante @BEsquiliche @DanielRodOrd @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___ @PeiBasque… https://t.co/PeBtYZZ5Tn;0;JI lustre ;0.0
1884;1885;@Tomillar63 @vlc_JI @BEsquiliche @sabina66801497 @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/k64PrgXMR3;0;JI lustre ;0.0
1885;1886;Gobierno de Aragón : No eliminar 15 ambulancias del medio rural - ¡Firma la petición! https://t.co/f1o0djLQdb a través de @change_es;0;Gobierno Aragón  eliminar 15 ambulancias medio rural Firma petición través;-1.0
1886;1887;El Comité Conjunto de la provincia de Zaragoza se reunió el día 8 de febrero de 2022 para preparar los puntos a tra… https://t.co/IzIm35SJEg;0;Comité Conjunto provincia Zaragoza reunió día 8 febrero 2022 preparar puntos tra;0.0
1887;1888;@vlc_JI @sabina66801497 @Tomillar63 @POZI1972 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/0jBD4kHpMj;0;JI lustre ;0.0
1888;1889;🗣 La empresa expresa sus recelos sobre el peso de las pymes y los plazos de ejecución. El secretario de Industria c… https://t.co/C6Lerw3wUt;0;empresa expresa recelos peso pymes plazos ejecución  secretario Industria c;-1.0
1889;1890;@clubdeviernes pues si las comparo con el consejo de Aragón, pues la verdad que la prefiero a esto que nos vendéis.;0;pues si comparo consejo Aragón  pues verdad prefiero vendéis ;0.0
1890;1891;ESTACIÓN AUTOMÁTICA DE TORREMOCHA DEL JILOCA (TERUEL);0;ESTACIÓN AUTOMÁTICA TORREMOCHA JILOCA  TERUEL ;0.0
1891;1892;00 horas UTC;0;00 horas UTC;0.0
1892;1893;"6 ºC… https://t.co/F25febMLZR""";0;6 ºC;0.0
1893;1894;Es todo un despropósito las vías q abren las bicicletas son heridas a la estepa, la ermita de esta cayendo a pedazo… https://t.co/0Yhv4WE4IL;0;despropósito vías q abren bicicletas heridas estepa  ermita cayendo pedazo;-1.0
1894;1895;@teruel_marin Pero para que los usaria;0;marin usaria;0.0
1895;1896;@mauriciovr4 @ClubSantos Deberían estar pidiendo a @Orlegi_Sports la venta del @clubsantos, ya con la posible compr… https://t.co/em7mikHHW6;0;Deberían pidiendo Sports venta  posible compr;0.0
1896;1897;Enhorabuena!! Era muy necesario https://t.co/QWr1aOVyZN;0;Enhorabuena necesario;0.0
1897;1898;@Andreaqg Deberías hacerlo;0;Deberías hacerlo;0.0
1898;1899;@BEsquiliche @CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___… https://t.co/DhDhN0offq;0;JI lustre ;0.0
1899;1900;Arturo Aliaga al frente en el apoyo y defensa del sector ;0;Arturo Aliaga frente apoyo defensa sector;0.0
1900;1901;" la Hostelería y las organizacione… https://t.co/NOljkRx5h5""";0;Hostelería organizacione;0.0
1901;1902;@Tomillar63 @POZI1972 @vlc_JI @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque @Juanma_Saez… https://t.co/Ts21nj7o6F;0;JI lustre  Saez;0.0
1902;1903;@Tomillar63 @vlc_JI @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain… https://t.co/AAuqrXzeIg;0;JI;0.0
1903;1904;Pinseque, un municipio de Zaragoza con 4.000 habitantes, seduce a famosos de Cantabria del mundo de la cultura, dep… https://t.co/u1FhjUOZDL;0;Pinseque  municipio Zaragoza 4  000 habitantes  seduce famosos Cantabria mundo cultura  dep;1.0
1904;1905;Esto sirve también para Zaragoza 😂 https://t.co/YudPdtSwlW;0;sirve Zaragoza;0.0
1905;1906;@J_Zaragoza_ Pepe, otro más ✊ https://t.co/HtvdwG1g6p;0;Zaragoza Pepe ;0.0
1906;1907;@CalimeroInfante @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @vlc_JI @il_lustre @ACV___ @PeiBasque… https://t.co/zMstZsrm1t;0;JI lustre ;0.0
1907;1908;Enfrentamiento entre simpatizantes y opositores de Juan Orlando Hernández a inmediaciones de la Corte Suprema de Ju… https://t.co/7mYUXIG5RC;0;Enfrentamiento simpatizantes opositores Juan Orlando Hernández inmediaciones Corte Suprema Ju;-1.0
1908;1909;@vlc_JI @CalimeroInfante @BEsquiliche @DanielRodOrd @sabina66801497 @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/5DaEg4iLnB;0;JI lustre ;0.0
1909;1910;𝗪𝐞𝐛 𝐝𝐞𝐥 𝐝𝐢𝐬𝐭𝐫𝐢𝐛𝐮𝐢𝐝𝐨𝐫: 𝐜𝐨𝐧𝐭𝐫𝐨𝐥𝐚 𝐭𝐮 𝐜𝐨𝐧𝐬𝐮𝐦𝐨;0;𝗪𝐞𝐛 𝐝𝐞𝐥 𝐝𝐢𝐬𝐭𝐫𝐢𝐛𝐮𝐢𝐝𝐨𝐫  𝐜𝐨𝐧𝐭𝐫𝐨𝐥𝐚 𝐭𝐮 𝐜𝐨𝐧𝐬𝐮𝐦𝐨;0.0
1910;1911;Calle Alfonso I, 20 (Zaragoza);0;Calle Alfonso I  20  Zaragoza ;-1.0
1911;1912;@Juanma_Saez @PepHernandez4 @sabina66801497 @il_lustre @POZI1972 @Tomillar63 @vlc_JI @BEsquiliche @CtzenCaneSpain… https://t.co/By7MQTcL9z;0;Saez lustre JI;0.0
1912;1913;@POZI1972 @vlc_JI @BEsquiliche @sabina66801497 @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/ADgC8cB7xG;0;JI lustre ;0.0
1913;1914;Se ha pirado... En cuanto que ha dicho que para eso no tengo pareja... Pero por que se ha ido luego pasara como Teruel;0;pirado  cuanto dicho pareja  ido luego pasara Terue;1.0
1914;1915;@PepHernandez4 @vlc_JI @Tomillar63 @sabina66801497 @BEsquiliche @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/PYsmioGaoj;0;JI lustre ;0.0
1915;1916;Mucho más es poder elegir solo las coberturas que necesitas a través de nuestros packs modulables. https://t.co/lAa2Zx5e5O;0;poder elegir solo coberturas necesitas través packs modulables ;-1.0
1916;1917;@Gulart61 @Wesleyfcb16 Pero los datos son objetivos: existieron múltiples condados en el territorio catalán que fue… https://t.co/5sqnLtzCx7;0;datos objetivos  existieron múltiples condados territorio catalán;0.0
1917;1918;@DanielRodOrd @PepHernandez4 @sabina66801497 @il_lustre @POZI1972 @Tomillar63 @vlc_JI @BEsquiliche @CtzenCaneSpain… https://t.co/RF2gFemD91;0;lustre JI;0.0
1918;1919;En la evaluación que el @icaicoahuila hizo de los 179 Sujetos Obligados, la calificación promedio alcanzada fue de… https://t.co/sK1Ih4uxwa;0;evaluación hizo 179 Sujetos Obligados  calificación promedio alcanzada;0.0
1919;1920;@eltetetoday @RealZaragoza Recuerdo aquellos partidazos de los años 90 contra el Tete. Aguado, Belsué, García Sanju… https://t.co/dr6UqfiO55;0;Recuerdo aquellos partidazos años 90 Tete  Aguado  Belsué  García Sanju;0.0
1920;1921;@LibertaristaA @JMiguelBella @jvillamon7_7l En aragon ya tenemos 500 trabajadores a esta fecha y en madrid 100 y pr… https://t.co/JZy5AXEe5R;0;7l aragon 500 trabajadores fecha madrid 100 pr;0.0
1921;1922;@ricardomraphael @AdrianLarisC @heraldodemexico Heraldo es un medio chayotero pagado por el gobierno federal;0;Heraldo medio chayotero pagado gobierno federa;0.0
1922;1923;Vende Apartamento Madrid Cundinamarca en Madrid/Cundinamarca/Colombia en Venta https://t.co/l7QiJH0vZ8;0;Vende Apartamento Madrid Cundinamarca Madrid Cundinamarca Colombia Venta;0.0
1923;1924;@DanielRodOrd @vlc_JI @Tomillar63 @sabina66801497 @BEsquiliche @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/FtvVukKc9i;0;JI lustre ;0.0
1924;1925;a ver dejadme unos minutitos para procesar todo lo que ha pasado en aragón estoy empezando a notar falta de aire;0;ver dejadme minutitos procesar pasado aragón empezando notar falta aire;-1.0
1925;1926;.@UAGA_COAG alerta de pérdida total de cosechas en la ribera del Ebro si no se repara ya el riego https://t.co/ohKIhMEPYu;0; COAG alerta pérdida total cosechas ribera Ebro si repara riego;-1.0
1926;1927;🔴 En Madrid, Zaragoza y Teruel, Vox votó a favor de alcaldes del PP. Y tanto en Córdoba como en Oviedo facilitaron… https://t.co/IxoAOA5qZ5;0;Madrid  Zaragoza Teruel  Vox votó favor alcaldes PP  Córdoba Oviedo facilitaron;0.0
1927;1928;Este próximo viernes, si te acercas hasta el Mercado Agroalimentario del Campus Universitario, te encontrarás 22 pu… https://t.co/CyGbbhH5j6;0;próximo viernes  si acercas Mercado Agroalimentario Campus Universitario  encontrarás 22 pu;0.0
1928;1929;En la noche del jueves al viernes, estrenamos la nueva temporada de @LaNocheNegraATV ;0;noche jueves viernes  estrenamos nueva temporada;0.0
1929;1930;Zaragoza, Aragón;0;Zaragoza  Aragó;0.0
1930;1931;De las 4/5 opciones de comprar el Zaragoza ninguna ha venido de Aragón. Y casi todas responden a fondos e inversore… https://t.co/B1KJU9azRB;0;4 5 opciones comprar Zaragoza ninguna venido Aragón  casi todas responden fondos inversore;0.0
1931;1932;@Gulart61 @Wesleyfcb16 Sin embargo, el origen y desarrollo de estos no es idéntico y durante siglos mantuvieron su… https://t.co/VlfDng87ME;0;embargo  origen desarrollo idéntico siglos mantuvieron;1.0
1932;1933;Ligera carga en la Avenida Aquiles Serdán de la Avenida Francisco I. Madero a la Avenida Ignacio Zaragoza;0;Ligera carga Avenida Aquiles Serdán Avenida Francisco I Madero Avenida Ignacio Zaragoza;-1.0
1933;1934;@77populacho @vlc_JI @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta @PepHernandez4… https://t.co/1vEUb7t90d;0;JI Saez ;0.0
1934;1935;@PepHernandez4 @vlc_JI @Tomillar63 @sabina66801497 @BEsquiliche @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/QomhUm83t2;0;JI lustre ;0.0
1935;1936;@Vladebog @INAImexico @bl_ibarra @JulietDelrio @JosefinaRomanV @f_javier_acuna @AdrianAlcala75 @OscarGuerraFord Lo… https://t.co/KGX5DsBpnF;0;ibarra javieracuna;0.0
1936;1937;@DanielRodOrd @sabina66801497 @il_lustre @POZI1972 @Tomillar63 @vlc_JI @BEsquiliche @CtzenCaneSpain @ACV___… https://t.co/okUV1WYYxa;0;lustre JI ;0.0
1937;1938;#Oferta #TRACTOR CASE MAXXUM 155 (4009);0;Oferta TRACTOR CASE MAXXUM 155  4009 ;0.0
1938;1939;España;0;España;0.0
1939;1940;Una joven de 24 años y una mujer de 87 años se acompañan unas horas a la semana dentro del proyecto de voluntariado… https://t.co/ESoFfCTekp;0;joven 24 años mujer 87 años acompañan unas horas semana dentro proyecto voluntariado;0.0
1940;1941;@Tomillar63 @POZI1972 @BEsquiliche @sabina66801497 @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/SYSn5LJIEj;0;lustre ;0.0
1941;1942;@aragon_memes Esto se lo típico que te preparas, cuando llegas de una noche de bufarrera, con mas hambre que Carpanta.🤣🤣🤣;0;memes típico preparas  llegas noche bufarrera  mas hambre Carpanta ;-1.0
