Nombre,Fecha,Texto
Baldor,"13/11/2023, 18:11","Y respondiendo a su pregunta, Frida... en verdad sí que hay algo que podrían hacer. Como habrán visto, los puestos de guardias se han quedado libres y no sé si tendré tiempo de volver a la ciudad para contratar unos nuevos... ?sería mucho abuso de confianza si les pidiera formar parte de la caravana? No creo que pueda encontrar mejor escolta. Os pagaría de la forma que prefieran, o bien en dinero o bien en mercancías, una vez lleguemos a la puerta del Bosque; tenéis mi palabra."
Beran de las montañas,"13/11/2023, 18:12","Es una decisión precipitada, pero no podría negarme. Mercancía y un niño pequeño, seréis un blanco fácil sin una buena compañía. Perderemos tiempo buscando nuevos escoltas. Lo único es: antes eran tres adultos, ahora serán cinco acompañantes. ?Tenéis suministros suficientes para el viaje? Caranthir, amigo, ?conoces el sendero que tomaríamos con los ponis?"
Trotter,"14/11/2023, 08:43","Si el resto de mis compañeros deciden acompañarnos, contad conmigo para dicho trabajo. Pero Baldor, no olvidéis dar parte en el consejo cívico de las actividades de ese trío de rufianes. Si alguien no les para los pies, lo que ha estado a punto de ocurriros les podría volver a pasar una y mil veces a otros comerciantes poco atentos."
Caranthir,"14/11/2023, 12:23","No hay otra ruta que seguir el curso del Río Rápido aguas abajo, hasta la confluencia con el Río del Bosque y luego remontar éste hasta la aldea de los almadieros. Supongo que es ahí donde os habéis citado. Sólo hay un problema. Debemos encontrar la forma de vadear el Río del Bosque, pues de este lado tenemos acantilados en la ribera que nos cortan el paso hasta la aldea."
Beli,"14/11/2023, 13:44",?Alguien necesita un guía para un viaje al Bosque Negro?
"Frida, hija de Finnulf","15/11/2023, 14:15","Si mis compañeros están dispuestos a acompañaros, no seré yo la que se niegue a hacerlo. !Enhorabuena, Baldor! !Ya has encontrado a nuevos guardias que ocupen los puestos que esos tres rufianes han dejado libres! Te sigo, buen amigo, pues estoy segura de que tú eres el que, de todos nosotros, conoces mejor qué ruta debemos seguir "
Baldor,"15/11/2023, 15:46","Por los víveres no tenéis que preocuparos; en la caravana hay comida y agua suficiente para todos hasta llegar a los salones del Rey elfo. Una vez allí, podremos volver a reabastecernos de suministros. Aunque parecéis bien preparados para el trabajo, es posible que tengáis que recoger algún enser; mi intención es partir cuanto antes ya que en unas horas debería llegar al punto de encuentro con mis amigos elfos, pero entendería que necesitarais algo de tiempo hasta estar listos. Belgo y yo podemos esperaros aquí junto a los ponis en ese caso; nos las apañaremos ?verdad?"
Caranthir,"16/11/2023, 11:58","Parece que lo lógico sería recoger todo el equipo de viaje. Por mi parte, no esperaba iniciar una expedición al salir esta mañana. No debería llevar mucho tiempo. También podemos dejar a un par de nosotros para acompañar a Baldor y a su hijo mientras el resto vuelve también con lo que estos compañeros quieran llevar al viaje."
Beli,"16/11/2023, 20:05","Yo mismo, maese Caranthir, !apenas un fugaz paso por la mansión del bueno de Glóin y por la nueva casa de nuestro amigo mediano y podré decir que estaré listo para encontrarme con lo que el camino tengo a bien ofrecerme!."
"Frida, hija de Finnulf","17/11/2023, 10:24","Yo, si aquellos que vayáis a buscar el resto del equipo sois tan amables de traer lo poco que voy a necesitar, alguna manta, comida y agua, opto por quedarme acompañando a Baldor y a su hijo. No me gustaría que, aprovechando nuestra ausencia, esos tres rufianes volviesen y terminasen obteniendo lo que antes no pudieron, o que cualquier otro peligro pudiese dañarles antes de iniciar nuestra travesía. Beran, ?te quedas con nosotros?. No es que no me sienta capaz de poder defender yo sola a nuestro patrón de Jonar y sus secuaces, pero tus fuertes brazos, y tu hacha, seguro que les intimidan más."
Beran de las montañas,"17/11/2023, 14:08","Es buena idea. Yo ya estoy preparado y regresar sería perder el tiempo. Mientras nuestros tres compañeros regresan podemos descansar en este claro. Descuidad, Baldor e hijo, esos hombres no se acercarán."
Maestro del Saber,"19/11/2023, 18:11","Todo apuntaba a que, inesperadamente, la compañía se había topado con una oportunidad para otra aventura y, como tal, había que prepararse. Mientras unos permanecían junto a Baldor y el pequeño Belgo por si a aquellos truhanes les diera por volver a aparecer, el resto recogían todo aquello necesario de la morada que Trotter habitaba desde finales de primavera. La espera no se demoró demasiado, por suerte la madriguera hobbit no se encontraba muy lejos del sendero.

Ahora sí, la compañía estaba preparada para recorrer los senderos nuevamente en un viaje que les llevaría primero a las estancias del Rey elfo para más tarde continuar cruzando el bosque Negro a través del sendero elfo hasta la puerta del Bosque."
Maestro del Saber,"14/12/2023, 18:58","""Pero el Bosque Verde ya no era lo que fue en un pasado distante; ahora se había convertido en el Bosque Negro, un lugar lleno de riesgos potenciales"" La compañía avanza por el sendero Elfo cuando una tormenta se abate repentinamente sobre el bosque Negro, haciendo que la oscuridad sea tan completa como a medianoche. Fuertes vientos azotan las copas de los árboles haciendo caer hojas y ramas sobre todos vosotros como si de granizo se tratara. Las ramas mayores crujen ominosamente y las ramas podridas se rompen y caen.

Las nubes se abren como si una mano enorme hubiera recogido el contenido completo del lago Largo y lo dejara caer sobre el bosque. El trueno y el relámpago crujen en las alturas, increíblemente fuerte y peligrosamente cerca, y el agua empieza a filtrarse cada vez más copiosamente a través de los árboles hasta que docenas de arroyos y riachuelos empiezan a abrirse por el suelo del bosque. Os resulta prácticamente imposible seguir viajando bajo estas condiciones y quizá lo único que pueda salvaros sería encontrar un lugar seco a la vista del sendero, a menos que decidierais abandonarlo.

La suerte parece acompañar a Trotter, que encuentra algo muy inusual a alguna distancia del camino: hay un enorme árbol muerto más adelante, y una fina pluma de humo se alza de lo más alto."
Beran de las montañas,"16/12/2023, 12:13","La tormenta es feroz, pero no hay montaña ni bosque que no haya desafiado. Mantened vuestros ojos alerta y busquemos refugio"
Caranthir,"16/12/2023, 16:50","Acerquémonos al árbol muerto con cuidado.  Podría ser un amigo, mas no alberguéis mucha esperanza. Es mucho más fácil y probable que sea un agente del Enemigo quien se haya resguardado ahí del mal tiempo."
Trotter,"17/12/2023, 22:14","... Y entonces la abuela Boffin salió a la calle y al ver moverse el saco llamó a su marido, gritándole - !!Mongo, Mongo!! !!Sal a la calle, creo que el mago ese que se llevó al Bolsón ha vuelto y le ha hecho algo a nuestras manzanas!!. 
Entonces apareció el abuelo Boffin y dijo - A mi ese buscaproblemas no me va a robar las manzanas, no señor. Aunque sea hechas puré se quedan aquí.

Y se acercó con la pala dispuesto a darle una buena paliza al saco. Entonces mi primo Hugo, que no tiene una pizca de sangre Tuk, salió corriendo. Y claro, yo salí corriendo hacia el otro lado, porque no me iba a quedar allí sólo recibiendo palazos dentro del saco. A mi me persiguió la abuela Boffin, y no veas como corría la señora, no conseguí perderla de vista hasta después de cruzar el Brandivino por el puente grande..."
Beli,"19/12/2023, 20:41","No nos queda más remedio que arriesgarnos, gritó el enano bajo la lluvia, necesitamos encontrar un refugio para este temporal. Sea quién sea, si tiene un techo seco sobre su cabeza y está sentado al lado de un fuego, puede llamarme su amigo."
"Frida, hija de Finnulf","20/12/2023, 15:33","Entiendo que debemos ser precavidos, Caranthir, pero también debemos encontrar un lugar donde poder resguardarnos . Aún así, estaré preparada, por si nos encontramos a alguien, o a algo, no demasiado amigable "
Maestro del Saber,"20/12/2023, 18:32","La compañía, a sabiendas de que quizá el árbol es el único refugio del que dispone, se acerca con Baldor y Belgo avanzando a vuestras espaldas con cautela hacia el árbol. Buscando por la base del mismo podéis hallar un túnel que corre por entre las raíces hasta el interior del propio árbol. No hay señal de ocupante alguno por los alrededores y, cuando os atrevéis a internaros, tampoco parece haberla dentro, aunque, si vuestras sospechas son ciertas, lo que sea que habite aquí no puede andar muy lejos si ha dejado un fuego sin atender.

El árbol está hueco por dentro. El túnel de entrada se abre a una sola habitación redonda, las paredes de la cual son la madera muerta del árbol y el tejado es una mezcla de corteza y paja que la mantiene a salvo de la mayor parte del viento y de la lluvia. Sin duda no es como el  cómodo agujero de un hobbit, pero es mucho mejor que estar al descubierto en el bosque Negro en mitad de aquella tormenta.

Hay un círculo de piedras en el centro, donde crepita un pequeño fuego de cocina con algunos trozos de carne, que bien esperáis que sean de ardilla o de conejo, ensartados en un espetón. Otros trozos de carne inidentificables cuelgan del techo en largas tiras negras. Cerca del fuego encontráis también una sola cama de hojas y pieles. Jarras de agua y cestas de fruta ocupan un hueco cenagoso en la parte posterior de la habitación."
Caranthir,"21/12/2023, 11:42","Nadie. Pero el ocupante no puede estar muy lejos, a juzgar por la carne en el fuego. Esperemos a que amaine la tormenta antes de seguir la marcha. Y si aparece antes nuestro anfitrión, y resulta ser amistoso, no deberíamos comprometer sus provisiones, aunque parezca descortés."
Beli,"21/12/2023, 12:46","No anticipemos acontecimientos, maese elfo, tal vez nuestro anfitrión se encuentra ahora mismo observándonos"
Beran de las montañas,"21/12/2023, 17:22","Hay una sola cama, pero alimento para más de una persona. Parece como si otro comerciante de frutas o alimentos quedó extraviado -dice y se acerca a la cesta de frutas comprobando algún sello identificativo-. Baldor, ?por casualidad te suenan estas cestas? Por su forma o materiales puede que encontremos la procedencia de nuestro amigo."
"Frida, hija de Finnulf","22/12/2023, 15:34","Pierde cuidado, Caranthir Sería de mala educación el tocar nada de lo que hay en un lugar mientras la persona que se hospeda en él no está presente y no te ha dado permiso para ello, así que, por mi parte, tanto la comida como la bebida permanecerán en el sitio en el que están. Belgo, ven, ponte junto al fuego, para que puedas calentarte "
Maestro del Saber,"22/12/2023, 16:19","Paseáis por la estancia mientras vuestros cuerpos empiezan a recuperar algo de calor, observando las escasas pertenencias que encontráis bajo vuestra mirada, preguntándoos qué clase de ser habita aquel árbol. Baldor niega ante la pregunta de Beran, incapaz tampoco de discernir nada sobre la identidad de vuestro involuntario anfitrión.

Es Beli quien, mirando más allá de esos enseres, se fija en un perturbador detalle: las paredes estás cubiertas de tallas en madera representando rostros horribles y monstruos de todo tipo. Baldor y, sobre todo, Belgo parecen ser los que más temor le provoca la situación, tanto por la torrencial lluvia como por el habitáculo. Trotter aventura que quienquiera que viva aquí, o es un perturbado o debe hacerlo atormentado por pesadillas; no se atrevería a descartar ninguna de ambas opciones. 

Al cabo de un rato, escucháis un ruido afuera, como si alguien llegara al túnel de entrada y se abriera paso por entre las raíces del árbol hueco. A todos os comienza a llegar un increíble olor a rancio..."
Beran de las montañas,"23/12/2023, 00:04","Estas tallas... son perturbadoras. Preparaos, hermanos. Alguien viene, y no me gusta el olor que trae consigo. Debemos evitar que dé la alarma. "
Caranthir,"23/12/2023, 17:14","Bajad las armas, aunque tenedlas a mano."
Beli,"23/12/2023, 23:26","Tranquilo muchacho, estamos aquí para protegeros. Recordad que estamos en su casa, las leyes de la hospitalidad exigen que mantengamos un mínimo de cortesía, al menos de entrada?"
Beran de las montañas,"08/01/2024, 20:04","Baja esa lanza, hombre, no buscamos problemas ?Quién eres y qué haces aquí en medio del peligro? He visto osos mejor vestidos que tú?"
Caranthir,"09/01/2024, 12:15","Sólo somos viajeros en busca de refugio contra la tormenta. Una vez amaine, reanudaremos el viaje. No es nuestra intención causar daño."
"Frida, hija de Finnulf","09/01/2024, 21:53","Os pedimos perdón por haber invadido vuestro hogar. Como bien han dicho mis compañeros, sólo somos un grupo de viajeros que busca refugio de la tormenta, y que continuará su camino cuando ésta pierda fuerza. No queremos haceros ningún daño. Como veis viajamos con un niño. Por favor, tenedlo en cuenta antes de decidir llevar a cabo cualquier acto de violencia contra nosotros"
Trotter,"14/01/2024, 07:47","Buen hombre, no tema por nosotros, solo hemos venido aquí como refugio temporal para la tormenta. No es nuestra intención causarle ningún mal; sólo permaneceremos el tiempo necesario para que amaine y saldremos dejándole tranquilo si es su deseo."
El ermitaño,"17/01/2024, 15:48","!No, no, no! !Nunca hay más gente dentro que más gente fuera! !Yo siempre dentro siempre, sí! !No! !Gente siempre fuera! Pero no sois orcos ?Sois orcos? Ni arañas; pocas patas para arañas."
Trotter,"17/01/2024, 23:05","Nos despedimos del sol del Lago
Viento, agua y sombras nos acompañaron
Sin descanso caminamos, lejano el destino
Tras el bosque esperando nuevos caminos

La lluvia impenetrable, el camino desdibujado
Pérfidas arañas, árboles huraños
Nos empujaron al margen del camino.

Un hogar acogedor, chimenea y calor
Una pipa cargada, un odre de vino
El destino nos manda con un nuevo amigo"
Beli,"21/01/2024, 15:42","Rakhâs, arañas, no nos simpatizan, nuestro enemigo es común, bajad vuestra lanza, hombre del bosque, pues os encontráis entre amigos..."
El ermitaño,"22/01/2024, 15:57"," Sólo os permitiré resguardaros mientras la lluvia caiga hacia abajo. Si cesa, os marcháis. ?Y si cayera hacia arriba? Y si cayera hacia arriba, también. Hay comida; comida que se deja comer cuando no te come ella a ti, y también fruta, pero comedla con cuidado: a veces chillan si se las mastica muy fuerte."
Beran de las montañas,"22/01/2024, 17:40","Nací en una familia de pastores y cazadores, cerca de las estribaciones orientales de las montañas Nubladas. Allí es común que algunos decidan vivir a la intemperie. Sin embargo, no puedo decir lo mismo de este bosque. ?Cómo alguien sobrevive rodeado de tanta corrupción?"
Trotter,"22/01/2024, 20:26","Muchas gracias por la hospitalidad. Mientras llueva hacia abajo nos quedaremos, cuando deje de llover... Emprenderemos el viaje. "
Caranthir,"23/01/2024, 11:17","Efectivamente, es nuestro deseo continuar el viaje en cuanto amaine la tormenta. Si seguís el camino élfico hacia el este, encontraréis los dominios del Rey del Bosque. Allí hay elfos y podrían ayudaros."
Beli,"24/01/2024, 12:21","Carne seca y castañas dulces, lo mejor a lo que puede aspirar un viajero...La lluvia que cae hacia abajo, parece que seguirá así durante un tiempo, os propongo un juego, un acertijo, si adivináis os daré algo de lo que transporto, lo que vos elijáis, si no, vos tendréis que darme algo a cambio, ?qué os parece?, ?Qué es lo que va hacia abajo y va hacia arriba, pero permanece siempre en el mismo lugar?"
"Frida, hija de Finnulf","24/01/2024, 22:33",?Creéis que será necesario hacer guardia?
El ermitaño,"25/01/2024, 19:23","?Corrupción? Hay arañas, y orcos, y cosas mucho peores, pero no me he encontrado con esas corrupciones ?Muerden? ?A qué saben? Arriba y abajo; abajo y arriba; arriba y abajo; abajo y arriba? y luego al elfo, por el camino, con los este y su rey ?Norte? Si está arriba es el Norte; si ha muerto será el Sur... Entonces, ?quién es el oeste? !?Quién?!"
Trotter,"26/01/2024, 20:01",Caranthir suele resolver los acertijos de Beli muy fácilmente. ?Se te ocurre cuál puede ser el oeste?
Caranthir,"27/01/2024, 11:41","Lo que se me ocurre es que jugar a los acertijos con una mente fracturada no es la mejor de las ideas. Discúlpenos, buen hombre. No hay que preocuparse ni alarmarse por las corrupciones; no son criaturas merodeadoras de ningún tipo. No van a morderle. Olvidémonos de direcciones. Dejemos que la lluvia caiga de arriba hacia abajo, como ha hecho siempre, y nosotros hablaremos de cosas más alegres. Al pasear por el bosque, ?ha encontrado alguna vez una región poblada de hayas, donde la floresta es más luminosa y menos espesa?"
Beran de las montañas,"28/01/2024, 12:47","En el oeste está la Puerta del Bosque, a orillas del Gran Río. Allí nos dirigiremos en cuanto cese la tormenta, tardaremos pocos días a buen ritmo. Más allá se encuentran las montañas nubladas y siguiendo por el río encontrará el Nido de Águilas. Venga con nosotros, le llevaremos a un refugio seguro. Buscaremos un hogar mejor que la soledad del bosque."
"Frida, hija de Finnulf","28/01/2024, 22:39","?Creéis de verdad que es buena idea llevarle con los elfos?  Quizá lo mejor sea que le dejemos seguir con su vida tal y como está, y que nosotros sigamos con la nuestra una vez haga mejor tiempo "
Beli,"28/01/2024, 23:38","Al Oeste, las Montañas Azules"
El ermitaño,"29/01/2024, 16:07","Recuerdo el sol en los árboles; recuerdo el peso de un hacha en la mano; recuerdo el humo alzándose de las cocinas; y recuerdo la calidez de una gran casa mientras los vientos invernales aullaban fuera. Hay una oscuridad en el bosque, una gran sombra. Una luz la ahuyentó, sí, pero está creciendo de nuevo. La escucho; la escucho acercarse sigilosamente mientras duermo. Por eso mejor escondido aquí en mi árbol. No quiero trato con hombres, no quiero estar cerca de ellos. Sé que la Sombra se arrastra hasta el corazón de los hombres y los convierte en bestias. Vosotros mismos podríais ser servidores de esa Sombra."
Caranthir,"30/01/2024, 12:55","Pertenezco a la Gente Hermosa que habita en el bosque y puedo responder por esta gente. No sirven a la Sombra y sólo deseamos guarecernos de la lluvia. Luego seguiremos nuestro camino. Pero yo, como mi pueblo, conozco esa oscuridad de la que hablas, pues luchamos contra sus bestias para defender nuestro hogar y deploramos lo que han hecho del Lasgalen."
Beran de las montañas,"30/01/2024, 19:48","No somos servidores de la Sombra. Partiremos de aquí a buen tiempo y continuará con su retiro eterno. Lamento que la Sombra se extienda, quién sabe por qué, pero nosotros los beórnidas poco podemos hacer al respecto sin la buena ayuda de unas manos luminosas."
Trotter,"30/01/2024, 21:01","!!Señor ermitaño!! !Recuerde la canción!  No somos aliados de la sombra, somos unos simples viajeros...

Muchos de nosotros no somos humanos, sino de otras razas libres de la tierra media... Y hay un niño con nosotros también... !Somos amigos!"
"Frida, hija de Finnulf","31/01/2024, 22:59","Estate tranquilo, muchacho. Nosotros nos encargaremos de que no os pase nada ni a tu padre ni a ti"
El ermitaño,"04/02/2024, 18:04","La Sombra se oculta en las cosas: es mejor no tener nada de valor. La oscuridad se podría ocultar en una piedra, en una cáscara de huevo, en una gema o en un anillo. !Llevaos esto! Ya lo he tenido demasiado tiempo en mi poder."
Beli,"05/02/2024, 18:53","Es una hoja resistente, no cabe duda, me pregunto quién la habrá forjado.."
Trotter,"05/02/2024, 21:26","La sombra se oculta en las cosas... Ten cuidado con eso, Beran. Y mejor no lo toques directamente, sino a través de su envoltorio. "
"Frida, hija de Finnulf","06/02/2024, 14:08","Creo que el Hobbit tiene razón, y que no deberíamos manipularlo hasta habernos asegurado de que es inofensivo - dijo, dejándose arrastrar por el temor de éste a que el objeto pudiese contener algún tipo de maldición. - Caranthir, Beli, es bien sabido que vuestros pueblos son expertos en crear armas de extraordinaria belleza y con cualidades especiales. Quizá podáis decirnos algo más sobre esta pieza -"
Maestro del Saber,"06/02/2024, 16:06","Los temores de Trotter y Frida no eran nada descabellados, más después de todo lo que habían visto y oído junto a ese ermitaño. Caranthir y, sobre todo, Beli sin embargo se sintieron algo aliviado pues aunque el elfo apenas recordaba fragmentos de alguna canción que había escuchado hacía tiempo, el enano tenía mayores certezas de que aquel metal pertenecía a un hacha, efectivamente, y no a cualquiera. Era la cabeza de la famosa Muerdelobos: un arma que antaño fue una reliquia del salón del Bosque, pero que se perdió cuando el hijo de uno de sus caudillos fue capturado por los orcos. "
El ermitaño,"06/02/2024, 16:16","Mañana, si la tormenta ha pasado, os marcharéis"
"Frida, hija de Finnulf","07/02/2024, 00:11","Creo que nosotros deberíamos hacer lo mismo, e intentar descansar - dijo, susurrando, pues temía que su anfitrión se despertase si hablaba más alto - Aunque me quedaría más tranquila si hiciésemos turnos de guardia, no vaya a ser que a nuestro amigo, por culpa de su atormentada mente, le de por degollarnos mientras estamos todos dormidos -"
Beran de las montañas,"07/02/2024, 18:15","Me aseguraré de llevarlo a un lugar seguro, lejos de cualquier mal que pueda albergar. Será bueno hacer turnos de guardia, Frida. Me ofrezco ser el primero en velar por nuestra seguridad. Será lo mejor para todos y para ellos. El pequeño Belgo y su padre necesitan descanso, se ve que no están acostumbrados a estos encuentros."
Beli,"08/02/2024, 09:44","Tienes razón Frida, todos deberíamos descansar, esta hoja arrastra con ella una historia de fatalidad e infortunio, pero no es el lugar ni el momento para contarla - murmuró el enano, cuyo rostro parecía haberse ensombrecido, - En el Salón del Bosque seguramente agradecerán que les presentemos esta hoja, sería bueno para Beran y su acuerdo comercial..."
Trotter,"08/02/2024, 10:40","Contigo ese filo está a salvo hasta que lleguemos al Salón del Bosque, o a otro lugar donde nos puedan dar pistas sobre su procedencia."
Caranthir,"08/02/2024, 12:54","Creo que sería más seguro que la custodiase yo. Recordad lo que ha dicho nuestro anfitrión. El corazón de los Hombres se llena de oscuridad con facilidad. Si ese objeto ha sido corrompido, podría tener influencias nocivas. "
Maestro del Saber,"08/02/2024, 16:08","La noche transcurre sin incidentes y el día siguiente a la tormenta amanece con el sol alzándose en una mañana inusualmente cálida teniendo en cuenta que es otoño. Los últimos en hacer guardia pueden ver cómo el ermitaño se despierta y casi sin dirigiros una sola mirada, abandona el hueco del árbol donde os ha acogido hasta que lo último que percibís de él es cómo su olor se aleja junto a un castañeo de dientes en la distancia.
"
Director,"20/01/2021, 9:53","Los avatares de la vida os llevaron a todos a combatir las invasiones humanoides en las Montañas Lortmils.

Todos teníais vuestras propias motivaciones para enrolaros en los diferentes batallones e incursiones destinadas a expulsar a estos humanoides de los territorios pertenecientes a ancestrales clanes enanos. En varias de esas misiones poco organizadas coincidisteis en el campo de batalla y, poco a poco, os disteis cuenta de que vuestras habilidades se compenetraban casi a la perfección. Por lo que formasteis una especie de escuadrón especializado en misiones más concretas.

Con vuestra experiencia en el campo de batalla, os unisteis para proteger a los diferentes clanes enanos y durante cierto tiempo gozasteis de cierta fama y riqueza.

Hoy todo parece mucho más siniestro. En el 566 Año Común (AC), malvados cultistas construyeron una capilla cerca del pueblo de Nulb. El lugar profano atrajo adoradores, bandidos, orcos, gnolls y otros indeseables. Finalmente, los cultistas expandieron sus estructuras hasta construir el conocido Templo del Mal Elemental y, para el año 569 AC, sus actividades habían atraído la atención de la buena gente de Furyondia y Veluna, así como de los enanos de las Montañas Lortmil y los gnomos de las Colinas Kron.

El príncipe Thrommel IV de Furyondia reunió un ejército, que se conoció como la Hueste Justa, y lo marchó al sureste de Verbobonc para hacer frente a la creciente amenaza. En el camino, Thrommel forjó alianzas con enanos y gnomos, quienes agregaron sus números a la Hueste. Entre los enanos os encontrabais vosotros, que por diversas motivaciones, no dudasteis en uniros a la Hueste Justa.

Thrommel, que lidera las fuerzas combinadas como Mariscal de Furyondia, está ahora acampado en uno de los grandes claros de Las Llanuras de Emridy, a un día de marcha del templo. Los exploradores informan que las fuerzas del templo superan en número a la Hueste Justa en tres a uno. A pesar de esta revelación, Thrommel cree que puede explotar la naturaleza rebelde y la falta de disciplina del enemigo para ganar la guerra. Sus consejeros, aunque están de acuerdo con sus planes, han insistido en pedir ayuda para llevar a cabo un cabo misiones clave que creen que pueden cambiar las probabilidades a favor de la Hueste Justa. Aquí es donde vosotros entráis en juego."
Soren Ojoagudo,"21/01/2021, 11:53","De vez en cuando Soren se preguntaba qué demonios haciá allí, practicando la guerra de guerrillas en lugar de seguir trapicheando con esos fantásticos artículos que ""llegaban a sus manos"", como hacía antaño. Entonces recordaba las palabras de su amigo de juventud, Rogar, al que se encontró mucho tiempo después y le espetó una frase que no olvidaría nunca.

""?Nunca has pensado en hacer algo que ayude a alguien más que a tí mismo? Algo que valga la pena de verdad. Bueno, supongo que no estás forjado para emprender algo así...""

El ladrón se tomó aquello como un reto, y decidió demostrar que sí podía hacerlo. Así fue como se trasladó a las Montañas Lortmils para ayudar a sus parientes a combatir al enemigo. Encontró allí no sólo un grupo de nuevos amigos, también cierto regusto en lo que hacían, sobre todo cuando combatían a conquistadores y tiranos. No hay nada que odiase más que los tiranos.

Por supuesto, los botines también motivaban mucho a Soren. El tacto del oro, la belleza de las piedras preciosas, las sinuosas formas en la estructura de un objeto antiguo y valioso... Eran pura ambrosía. Quizá no alcanzaba esas delicias tan habitualmente como le gustara, pero de vez en cuando podían caer en sus manos, y bien que las disfrutaba.

Mientras tanto, las guerras continuaban, y eso significaba trabajo. A este paso se haría famoso por su hazañas bélicas en lugar de como ladrón, como siempre había soñado. Estaba conforme con ello, de momento, y por eso aceptó unirse a la Hueste Justa."
Orsik Barbarroble,"21/01/2021, 13:24","Orsik siempre ha conocido la guerra, su padre era un buen guerrero y formaba parte de una milicia, recuerda siempre las historias que contaba sobre las batallas, y el respeto y la camaradería que existía entre los soldados. Así que Orsik decidió seguir sus pasos e ingresar en la milicia de infantería.

Tras la aparición del Templo, y la amenaza que estaba suponiendo para los habitantes de la zona, Orsik no dudó ni un segundo en acudir al norte para ayudar a los enanos de las Montañas Lortmil. Ahora, la llamada del Príncipe Thrommel IV ha despertado en Orsik la necesidad de formar parte de la Hueste Justa, y así luchar contra el enemigo que se cierne sobre nuestros hogares."
Groac'h de fromma,"21/01/2021, 17:05","Groac'h era un enviado de su Sinagoga para participar en una guerra que, desde su inicio, había adquirido un carácter axiológico para los reinos circundantes e incluso más allá. La petición de los enanos de las Montañas Lortmil de apoyo ante el desmedido crecimiento de las huestes enemigas a causa de la construcción del Templo del mal elemental. La iniciativa del príncipe Thrommel IV de Furyondia se valoró muy posivamente por la Teocracia, lo que movilizó a un grupo de paladines y sacerdotes humanos que, pronto, fueron acompañados por un contingente enano más reducido pero, como siempre, mejor preparado muy superior en capacidad táctica y bélica.

Groac'h da fromma (el piadoso, como era apodado con cierta sorna, pues se insinuaba que su amor por la cerveza era superior a la de los mismos dioses) solo tenía parientes lejanos en aquella zona, pero pronto se hizo con un grupo de compañeros en la batalla, que compartían esa especie de hermandad que solo puede surgir en la guerra."
Gulgram Stonefist,"21/01/2021, 18:17","Justicia. Al final todo va en una misma dirección. Gulgram echó la vista hacia atrás y recordó su reclusión. Lo dejó a todo y a todos y se exilió por cuenta propia, aunque nunca se había sentido exiliado. Jamás se había sentido tan pleno, ni siquiera cuando vivió y creció en la ciudad estado de Onnwal. Sonrió al recordar cómo aprendió a hacer cerveza y las súplicas de la gente a la que vendía su arte cuando decidió dejarlo todo. Vender… Al final todos ansían el dinero. Suspiró contemplando la amplia bolsa de dinero que tenía atada a su cinturón e inconscientemente agarró con su mano izquierda. No era necesaria una bolsa tan pesada, pronto intentaría deshacerse del excesivo peso.

Intentó alejar sus pensamientos del oro y contempló una cicatriz que tenía en la mano. Sonrió al recordar los duros entrenamientos en la abadía en la que estudió el dominio del ki. Eso le hizo volver al camino de sus pensamientos. Justicia. Volvió a recordar.

Cuando decidió que era su momento, que necesitaba encontrarse a sí mismo, encontrar el por qué, estuvo viviendo aislado de cualquier comunidad… Una emoción lo embargó ahora. Su camino le había llevado, a través de la sangre de infinidad de enemigos, a ser miembro de la “Hueste Justa”. Los hados son sabios y me han traído hasta este lugar con esta gente. Si el Cosmos quería que estuviese allí, allí estaría y allí lucharía por la justicia y por el bien.

Rara vez sentía desesperanza, miedo o dudas… Sin embargo, cualquier duda que lo asaltase se disipaba al contemplar a su camarada. Rurik Rumnaheim lo acompañó en esta extraña travesía desde muy muy lejos. Era probable que el propio Rurik tuviese sus motivos, pero se alegraba de tener a un compatriota de Onnwal consigo. Al final, tu patria no es un lugar, sino la gente con la que estás y definitivamente, esta extraña gente era ahora su familia, su tierra."
Rurik Rumnaheim,"21/01/2021, 21:35","Afable, tranquilo y sonriente, Rurik Rumnaheim era un enano de las montañas proveniente de Onnwal al que le perdía el ansia por descubrir nuevos conocimientos y revelar antiguos misterios. Además de andar embutido en una pesada cota de escamas y portar un enorme martillo de guerra al hombro, el abjurador vestía una cuidada túnica dorada y una capa roja de bella factura. Tenía el pelo cano, pero bien aseado, al igual que la profusa barba blanca que lucía con orgullo.

Rurik había estado trabajando en diversas bibliotecas y monasterios de la región sureña hasta que conoció al ""monje cósmico"", como solía llamar a Gulgram, su paisano y amigo. Juntos habían emprendido la noble misión de ayudar a la Hueste Justa en su cruzada contra los malvados cultistas del Templo del Mal Elemental. Y así es como terminó formando parte de la variopinta compañía cuya sorprendente historia nos disponemos a narrarles."
