title,chapter,paragraph,text
The Brothers Karamazov,48,3,"Grigory remembers that the garden gate is still unlocked, so he goes off to lock it. He notices a man running and grabs his leg as the man tries to jump the wall. He feels a blow and falls unconscious."
The Brothers Karamazov,48,4,"The narrative shifts back here to Dmitri's point of view, who throws the pestle onto the grass. Dmitri tries to stop the blood flowing from Grigory's head wound, but gives up and heads straight back to Grushenka's, where a servant's nephew tells him that she headed off to Mokroye a couple of hours ago."
The Brothers Karamazov,92,0,"The end of Fetyukovich's speech is greeted with loud applause from the courtroom. But Kirillovich is indignant and in his hurried response takes Fetyukovich to task for invoking the Gospel, for insulting Kirillovich's use of psychology, and for inventing fantastic and unbelievable explanations for Dmitri's and Smerdyakov's behavior."
The Brothers Karamazov,92,1,Fetyukovich responds to these accusations in a calm and reasonable way.
The Brothers Karamazov,92,2,The judge then asks Dmitri if he has anything to say. Dmitri again stresses his innocence and asks for the mercy of the court.
The Brothers Karamazov,92,3,"The judge then briefly lectures the jury, the jury retires, and the audience in the courtroom discusses the speeches."
The Brothers Karamazov,92,4,"After exactly an hour, the jury returns with a verdict: guilty of all charges, with no extenuating circumstances."
The Brothers Karamazov,92,5,Dmitri cries out and Grushenka screams. Dmitri is taken away. The sentencing is to take place the next day.
The Brothers Karamazov,93,0,"But wait, the novel isn't over yet!"
The Brothers Karamazov,93,1,"It's now five days after Dmitri's trial. Alyosha arrives at the home of Katerina Ivanovna, who is caring for Ivan as he recuperates from his illness."
The Brothers Karamazov,93,2,Katerina can't help confessing her deepest feelings to Alyosha. She reveals that she and Ivan had argued for three days straight before the trial about Ivan's plans to help his brother to escape. Ivan had left her with an envelope with the escape plans just in case something happened to him. She also talks about her feelings of intense guilt over her vengeful outburst at Dmitri's trial.
The Brothers Karamazov,93,3,Alyosha then tells Katerina that he has a special request from Dmitri: he would like to see her before he goes off to serve his sentence in Siberia. Katerina is undecided and Alyosha leaves her.
The Brothers Karamazov,34,0,"Ivan continues to explain his refusal to accept the world that God created by citing the suffering of the most innocent of human beings: small children. He lists for Alyosha examples of horrendous child abuse: a Turk killing a Bulgarian child before its mother; a Swiss named Richard who had a miserable childhood and grew up to kill a man, but eagerly awaited his hanging because he'd meet God, or so he's told; parents who flog their daughter mercilessly, and the public outcry that the parents were even brought before a court; parents who made their daughter sleep in an outhouse all night; and a general who, furious that a kid hurt his dog, ordered his hounds to hunt the kid down and tear him apart."
The Brothers Karamazov,34,1,"After these horrendous examples, Ivan concludes that he could not accept a world founded on the suffering of just one child, and asks Alyosha if he could either. Alyosha agrees, but he then suggests that the world is founded on the suffering of an innocent who did have the right to forgive all wrongs – Jesus Christ."
The Brothers Karamazov,34,2,"Ivan rejects Alyosha's reply and tells Alyosha that he'd like to share a little poem with him, which – get this – he hasn't written, but has memorized."
The Brothers Karamazov,35,0,"Before Ivan dives into his poem, he gives Alyosha a little lecture on literary history. Ivan explains that in the 16th century – which is when the actions of his poem take place – poems and plays were written about holy figures – the Virgin Mary, Christ, angels, even god – coming down to earth and conversing with ordinary people."
The Brothers Karamazov,35,1,"Ivan's own poem is set in 16th century Seville (in the 1500s), at the height of the Spanish Inquisition. It's the day after a particularly bloody massacre where hundreds of heretics were burned at the stake."
The Brothers Karamazov,35,2,"Christ decides to appear, but instead of making a grand entrance, he comes quietly and inconspicuously. (About as inconspicuously as Brad Pitt at your local mall, apparently, because everybody recognizes him.) He doesn't say anything, but he quietly performs miracles – raising a child from the dead, healing the blind – which pretty much gives him away."
The Brothers Karamazov,35,3,"As Christ goes around wowing everyone with his miracles, the Grand Inquisitor, the guy in charge of all the heretic-burning, appears. He demands that Christ be arrested by the guard, and everyone is so frightened by him that they readily comply."
The Brothers Karamazov,35,4,"Later that night, the Grand Inquisitor visits Christ in prison. He recognizes his prisoner as Christ, but, paradoxically for a self-described Catholic, refuses to listen to anything He has to say."
The Brothers Karamazov,35,5,"At this point, Alyosha is extremely puzzled. Alyosha wonders whether the whole poem is supposed to be some kind of joke. Ivan says it's not, and continues on."
The Brothers Karamazov,35,6,"The Grand Inquisitor, according to Ivan, berates Christ for rejecting Satan's three temptations back in the day when Christ was wandering the wilderness. Those three temptations, for those of you fuzzy on the New Testament, were: 1) offer everybody bread and they will follow you; 2) jump off a cliff to prove that you're the Son of God, and people will believe you; and 3) set yourself up as the ruler of the entire earth and use your power to compel people to obey you."
The Brothers Karamazov,35,7,"According to Ivan's Grand Inquisitor, Christ rejected all of these temptations because he wanted man to freely follow him (instead of being won over by bread, dazzled by miracles, or coerced by earthy power)."
The Brothers Karamazov,35,8,"But the Grand Inquisitor claims Christ got it all wrong, because man does not want to be free. Or rather, only a chosen few can endure the terrible gift of freedom; the majority prefer to be led around, told what to do, and essentially be treated like children. Some even choose to accept the gift of freedom, but because they are not strong or clever enough to know what to do with it, they end up setting up reason and science as gods instead."
The Brothers Karamazov,35,9,"Here the Grand Inquisitor lets Christ in on his secret: he is on Satan's side. Out of his concern for mankind, he has deprived them of their freedom by accepting Satan's temptations, the temptations of miracle, mystery, and authority that Christ had rejected in the wilderness."
The Brothers Karamazov,35,10,"But just because the Grand Inquisitor has all the power doesn't mean he's a happy man. He views his power as a horrible burden, which he has to endure because he happens to be one of the chosen few who accept the terrible gift of freedom. He has to lie to the majority in order to deprive them of their horrifying freedom, and this lie, this sin, makes him suffer."
The Brothers Karamazov,35,11,"Alyosha finds Ivan's poem absurd, although he has trouble spelling out his objections coherently."
The Brothers Karamazov,35,12,"He asks Ivan how the poem ends, and Ivan imagines that at the end of the scene, Christ gets up and kisses the Grand Inquisitor on his wrinkly old lips. The Grand Inquisitor then frees Christ and tells him never to return again."
The Brothers Karamazov,35,13,"Alyosha doesn't understand how Ivan could possibly live with such a dismal view of the world. Ivan says he'll rely on the good old ""Karamazov baseness."" Ivan then reproaches Alyosha for judging him so severely, and Alyosha bends over and kisses his brother."
The Brothers Karamazov,35,14,Ivan is immensely pleased by this gesture and takes his leave of Alyosha. Alyosha notices that Ivan is walking with a slight sway and that his right shoulder is lower than his left.
The Brothers Karamazov,35,15,"He then rushes back to Zosima, who is still on his deathbed. Much later, Alyosha will wonder how he forgot about his brother Dmitri so quickly."
The Brothers Karamazov,43,0,"When Alyosha and Rakitin arrive at Grushenka's, they find that she's all dressed up and in a state of excitement, as if she were expecting someone. She tells them she told Dmitri that she was going to spend all day doing accounting with her ""old man,"" Samsonov, but in fact she's waiting around for a very special message."
The Brothers Karamazov,43,1,"She's so excited that she invites herself to sit on Alyosha's lap. Instead of feeling terrified, as he usually is with women, Alyosha finds himself just plain curious."
The Brothers Karamazov,43,2,"Grushenka announces that her ""officer"" is in town. This officer had left her when she was just 17 and married another woman. It seems that now his wife has died and he wants to get back together with Grushenka."
The Brothers Karamazov,43,3,"Grushenka admits that she had thought of seducing Alyosha before because he just seemed so good and made her feel ashamed, but she announces that she just loves him."
The Brothers Karamazov,43,4,"Rakitin remarks that Alyosha is grieving over Zosima's death, and Grushenka jumps off Alyosha's lap in dismay. Alyosha reads this action as her ""saving"" him from lusty thoughts and proof that there is some goodness within her."
The Brothers Karamazov,43,5,"Grushenka tells Alyosha a fable about an old woman whose sole kind deed in life was to give an onion to a beggar woman. Upon her death, the devils threw her into a lake of fire, but her guardian angel appeals to God. God tells the angel that if the old woman did one act of kindness, he would spare her. The angel mentions the onion. God says OK, you can extend an onion to her, and she can hold onto the onion, and you can pull her out of the lake with the onion. But if the onion breaks, she's stuck in the lake of fire. So the angel offers the woman the onion, the woman grabs hold, and the angel pulls. But everyone else in the lake of fire grabs onto the woman. When she tries to shake them off, the onion breaks and she is back in the lake of fire."
The Brothers Karamazov,43,6,"Grushenka tells Alyosha that her non-seduction of him is her one ""onion,"" her one kind act. In fact, she had even offered Rakitin 25 roubles to bring Alyosha to her for just this purpose. She throws Rakitin the money, which Rakitin accepts, although shamefacedly."
The Brothers Karamazov,43,7,"Grushenka is still exploding with emotion, torn between joy that her officer is returning to her and anger that he rejected her in the first place. She even considers bringing a knife to her meeting with him."
The Brothers Karamazov,43,8,The message from her officer finally arrives: he would like to meet her at Mokroye.
The Brothers Karamazov,43,9,Alyosha and Rakitin leave Grushenka's. Rakitin is still annoyed with Alyosha for being so angelic and leaves him. Alyosha walks alone to the monastery.
The Brothers Karamazov,42,0,The narrator explains that Alyosha is feeling all kinds of conflicted emotions about his elder's death.
The Brothers Karamazov,42,1,Rakitin comes across Alyosha in a pine grove between the hermitage and the monastery. He is lying face down on the ground.
The Brothers Karamazov,42,2,"Rakitin goads Alyosha about his feelings about Zosima's death (and the corpse's unseemly rotting). Alyosha dimly feels that he needs to remember something really important about Dmitri, but he can't remember what."
The Brothers Karamazov,42,3,Finally Rakitin convinces Alyosha to peel himself off the ground and join him for a visit to Grushenka's.
The Brothers Karamazov,29,0,"Alyosha heads off for Snegiryov's, but, as he has to pass his brother Dmitri's house on the way, he decides to stop and see if he's around. Dmitri's landlord insists he's not around, so Alyosha continues on his way."
The Brothers Karamazov,29,1,"At Snegiryov's, Alyosha hesitates to introduce himself, but Snegiryov invites him to make himself at home in his humble cottage. Crowded into the room is the rest of Snegiryov's family, including his ill wife and two daughters. When Alyosha mentions the incident with Dmitri, the young boy who bit him earlier emerges from behind a curtain in the corner."
The Brothers Karamazov,29,2,"Alyosha denies that that's what his visit is about, but Snegiryov offers to whip the boy, which appalls Alyosha. Bust as suddenly, Snegiryov refuses and even yells angrily at Alyosha."
The Brothers Karamazov,29,3,"Alyosha tries to calm Snegiryov down by reassuring him that Dmitri will apologize and make amends if necessary. Snegiryov seems calmer and introduces Alyosha to his wife. But his behavior – and his wife's – annoy his children, so Snegiryov recommends that Alyosha follow him outside."
The Brothers Karamazov,28,0,"Alyosha leaves Lise and follows Madame Khokhlakov into the drawing room, where Katerina and Ivan seem to have just finished a conversation."
The Brothers Karamazov,28,1,"Alyosha is struck by Madame Khokhlakov's description of Katerina as loving Dmitri only out of ""strain,"" because he had woken up in the middle of the night uttering that very word."
The Brothers Karamazov,28,2,"Katerina announces that although she is unsure whether she loves Dmitri, she will never leave him, out of a sense of duty. Alyosha notices that Katerina seems to recognize her own pridefulness and feels sorry for her."
The Brothers Karamazov,28,3,"Ivan announces his agreement with Katerina's proposal, but Alyosha detects a note of malice in his words. Ivan then announces that he's leaving for Moscow."
The Brothers Karamazov,28,4,"Katerina seems disconcerted but quickly recovers and expresses how glad she is that Ivan's leaving, because Ivan gets to tell her aunt about all of her and Dmitri's shenanigans."
The Brothers Karamazov,28,5,"Madame Khokhlakov is beside herself with what she views as Katerina and Ivan's irrationality, because she believes they love each other."
The Brothers Karamazov,28,6,"Alyosha is suddenly moved to chide Katerina for being so dramatic and faking her happiness at Ivan's departure. He tells her that he believes she and Dmitri perhaps never loved each other, and that she really loves Ivan."
The Brothers Karamazov,28,7,This drives Katerina into hysterics.
The Brothers Karamazov,28,8,"Ivan is amused and explains to Alyosha that what motivates Katerina isn't love but pride, and that Katerina has only tolerated Ivan's friendship to take revenge on Dmitri. He then leaves the room."
The Brothers Karamazov,28,9,"Katerina is still beside herself, but then offers Alyosha a couple hundred roubles. She asks Alyosha to take them to a retired captain named Snegiryov, whom Dmitri apparently insulted in front of Snegiryov's son. The captain lives in poverty with his wife and children, and Katerina wants to offer the roubles as charity."
The Brothers Karamazov,28,10,Then she abruptly leaves the room.
The Brothers Karamazov,28,11,"Madame Khokhlakov praises Alyosha for his outburst, but Alyosha is utterly chagrined at the havoc he believes he caused. Madame Khokhlakov then runs off to take care of the hysterical Katerina."
The Brothers Karamazov,28,12,"Lise, who is again behind the door to her room, won't let Alyosha open it to see her, but asks him how he became such an ""angel."" Alyosha is just confused and distraught (who could blame him?) and tells her that he has to go."
The Brothers Karamazov,60,0,"First up for interrogation is the innkeeper Trifon Borisich, who insists that although he never actually counted the money, he could see by sight that Dmitri was holding 3,000 roubles."
The Brothers Karamazov,60,1,"He adds that Dmitri even stated that he was going to spend his ""6,000,"" which the interrogators find very interesting because it suggests that Dmitri spent the 3,000 he stole from Katerina and the 3,000 he stole from his father."
The Brothers Karamazov,60,2,"In addition to the peasants, Kalganov and the Poles are interrogated as well. The interrogators find the Poles' story about how Dmitri tried to bribe them for 3,000 roubles further confirmation of his theft."
The Brothers Karamazov,60,3,"After Maximov, the interrogators call in Grushenka, who behaves with solemnity and grace. Dmitri declares to her that he did not murder his father, and Grushenka declares her belief in Dmitri's honesty and innocence."
The Brothers Karamazov,60,4,"By this point, Dmitri is utterly exhausted and falls asleep. He has a dream that he's being driven by a peasant in a cart across the steppes. As they pass through a village, he asks the peasant why everyone is so poor, and why a baby held by one of the impoverished peasant women is crying. He thinks he hears Grushenka telling him that she will stay with him for the rest of her life, then he wakes up."
The Brothers Karamazov,60,5,"Parfenovich holds a transcript before him and asks Dmitri to sign it, which Dmitri does, without reading it."
The Brothers Karamazov,61,0,"Parfenovich then reads Dmitri a ""Resolution,"" which formally places him under arrest. After another long speech declaring his innocence, Dmitri bids farewell and offers his hand to Parfenovich, who rejects it."
The Brothers Karamazov,61,1,"Grushenka says a brief good-bye to Dmitri, this time with none of the hysterics of their other encounters, and she promises to stick by him."
The Brothers Karamazov,61,2,"They load Dmitri into a cart to take him back to town. Just before he leaves, Kalganov pops up and shakes his hand."
The Brothers Karamazov,61,3,"Dmitri leaves, and the scene ends with Kalganov sitting in a corner, crying into his hands."
The Brothers Karamazov,17,0,"Dmitri continues to tell Alyosha about his history with Katerina. After he loans her the money, the family's honor is saved. Then the colonel dies of an illness and Katerina and her sister leave for Moscow. A wealthy aunt takes Katerina under her wing."
The Brothers Karamazov,17,1,"Katerina is able to repay the money to Dmitri and also, in a letter, offers herself in marriage to him. Dmitri sends a letter back, then sends a letter explaining the situation to Ivan. Ivan is living in Moscow at the time, and Dmitri tells him to go see Katerina. There, Dmitri suspects, Ivan fell in love with Katerina. Later Dmitri finally arrives in Moscow, where his engagement with Katerina is celebrated."
The Brothers Karamazov,17,2,"Although Katerina had made him promise to reform, Dmitri is quickly seduced back to his old ways by Grushenka, a foxy babe in their hometown. Grushenka also has her claws in their father, Fyodor."
The Brothers Karamazov,17,3,"Dmitri confesses that the worst of it is that Katerina had entrusted him with 3,000 roubles to send to her sister in Moscow. But instead of sending the money, Dmitri had spent it all partying with Grushenka."
The Brothers Karamazov,17,4,"Dmitri's only hope, as he tells Alyosha, is to repay Katerina so that he's not the absolute lowest scum of the earth. Since he has no money of his own, he asks for Alyosha's help in getting the money and in breaking off his engagement with Katerina."
The Brothers Karamazov,17,5,"But Alyosha's just a poor monk. Where is he supposed to get the money, you ask? From the very same father, Fyodor, who's also in love with Grushenka."
The Brothers Karamazov,17,6,"Smerdyakov has told Dmitri that Fyodor, in an attempt to win over Grushenka, has promised her 3,000 roubles. All she has to do is sneak into his room with a secret knock that only Smerdyakov and Fyodor know. But now Dmitri knows about their little scheme because Smerdyakov has spilled the beans."
The Brothers Karamazov,17,7,"This is why Dmitri has been hiding in their neighbor's garden guzzling cognac. He's waiting for Grushenka, to prevent her tryst with his father."
The Brothers Karamazov,17,8,"On top of all that, Dmitri wants Alyosha to convince their father to give Alyosha the money intended for Grushenka, money Alyosha can then give to Dmitri to give back to Katerina."
The Brothers Karamazov,17,9,Complicated much?
The Brothers Karamazov,16,0,"Dmitri continues to spill the beans to Alyosha, confessing that he's been an unapologetic womanizer for quite a long time. Alyosha unexpectedly replies that he's just like Dmitri; it's just a matter of degree."
The Brothers Karamazov,16,1,"Dmitri then tells Alyosha that he'd like to tell him about his tragedy, the details of which Ivan already knows."
The Brothers Karamazov,16,2,"Back in his lieutenant days, Dmitri had some issues with his colonel. His colonel had had two wives, now deceased, and each wife had given him a daughter. The first daughter, Agafya, was already becoming a spinster at the ripe old age of 24. The second daughter, who happens to be the Katerina Ivanovna that so terrifies Alyosha, was bright and accomplished and quite the social star. While Agafya was on speaking terms with Dmitri, Katerina always treated him with cold contempt."
The Brothers Karamazov,16,3,"Dmitri had just received a large sum of money from their father, Fyodor, when he learned that there were financial irregularities with the way the colonel was handling government money. Dmitri pulled Agafya aside and told her that if the family ever needed money, he would lend it to them, but only if Katerina came by herself to his rooms to ask for the money. Agafya was shocked and dismissed Dmitri's comment."
The Brothers Karamazov,16,4,"As it turns out, the colonel had been loaning the government's money to a friend of his, who usually repaid the money with interest. This time around, though, his friend had not repaid the money. On top of that, a new major was in town, asking questions. The colonel was just about to shoot himself when Agafya, sensing something was amiss and thinking of Dmitri's words, charged in and intervened."
The Brothers Karamazov,16,5,"Dmitri says that he was just about to go out that night when the door opened, and who should it be but Katerina Ivanovna. When she asked for the money, Dmitri suddenly balked at the thought and pretended he was taking back the request. But just as suddenly, filled with intense hatred, he changed his mind and wrote her a check for the sum. She bowed deeply, with her forehead to the ground, and left."
The Brothers Karamazov,85,0,"As in Chapter 6, we just have more of the prosecutor's closing statement in this chapter and not much action."
The Brothers Karamazov,85,1,"The prosecutor rejects the insanity defense. He argues that Dmitri was just deeply resentful of his father, over his inheritance and over their romantic rivalry for Grushenka. (Kirillovich again cites Rakitin to support his depiction of Dmitri's ""Karamazovian"" passion for Grushenka.)"
The Brothers Karamazov,85,2,"As evidence of premeditation, he brings up the fact that Dmitri had shouted about his plans to kill and rob his father for months."
The Brothers Karamazov,85,3,"The prosecutor finally turns to the events of the night of the murder, in which he paints a decidedly more sympathetic picture of Madame Khokhlakov's behavior. He points to Dmitri's grabbing the brass pestle as a further indication of premeditation. He then mocks the idea that Dmitri could have peeked in on his father and turned away without robbing and murdering him in the way that he had raved about for months, especially since he knew about those ""signals."""
The Brothers Karamazov,85,4,"At this point, the prosecutor turns to the topic of Smerdyakov."
The Brothers Karamazov,84,0,"There isn't a whole lot of action over the next four chapters, which are devoted entirely to the prosecutor's speech. The narrator informs us that he seems to be nervous and feverish, and actually dies nine months later of consumption (d'oh). But we'll give you the broad strokes of his argument here."
The Brothers Karamazov,84,1,"First, the prosecutor doesn't address the crime itself, but instead goes on about how Russian morality has declined to the point that society is used to something like the Karamazov affair. He cites a quote from famous Russian writer Nikolai Gogol's novel Dead Souls, a book everyone there is sure to recognize: ""Ah, troika, bird-troika, who invented you!"" The troika, or carriage, serves as a metaphor for Russia as a whole, and he suggests that this Russia-troika is being pulled into insanity by people like the Karamazovs. (Scattered applause here.)"
The Brothers Karamazov,84,2,"Next the prosecutor paints his own psychological profile of all of the Karamazovs, starting with the father, then on to Ivan, Alyosha, and finally Dmitri. Yup, even goody-two-shoes Alyosha is depicted as clutching onto the monastic life as an escape from his deep Karamazovian corruption. A line about Alyosha perhaps sinking either into ""mysticism"" or ""chauvinism"" draws some applause."
The Brothers Karamazov,84,3,"Then the prosecutor goes back to the theme of Russia and states that, actually, ""we are all Karamazovs,"" capable of both high idealism (as seen in Alyosha) and total degradation (as seen in Fyodor). Interestingly, he cites a quote from Rakitin on this point."
The Brothers Karamazov,84,4,"Then Kirillovich suddenly seems to remember that there is a crime to prosecute and says, ""incidentally,"" that he thinks it goes against Dmitri's unstable nature to save and sew up 1,500 roubles in an amulet."
The Brothers Karamazov,84,5,"After dismissing the dispute over Dmitri's inheritance as irrelevant, the prosecutor goes on to the medical opinions about Dmitri's state of mind."
The Brothers Karamazov,23,0,"As night falls, Alyosha hurries back to the monastery. On the road he is suddenly accosted by a man who shouts, ""Your money or your life!"""
The Brothers Karamazov,23,1,"Fortunately it's just Dmitri, who's decided to play a prank on Alyosha. Alyosha chastises him for being so light-hearted, especially given Dmitri's attack on their father earlier that day. Dmitri apologizes and tells his brother he loves him."
The Brothers Karamazov,23,2,"Alyosha then tells Dmitri about Katerina's quarrel with Grushenka. At first Dmitri seems almost enraged, but as soon as he hears about Grushenka's joke on Katerina, he laughs heartily. Alyosha chides Dmitri for taking Katerina's insult so lightly. Chagrined, Dmitri remembers telling Grushenka how moved he was by Katerina's sacrifice for her father, and he thought Grushenka had sympathized with him. Realizing that Grushenka may have been mocking him the entire time, Dmitri denounces himself as a ""scoundrel."""
The Brothers Karamazov,23,3,"Dmitri then tells Alyosha that a ""horrible dishonor is being prepared,"" beating his chest with his fist. Then he runs off without telling Alyosha what the ""horrible dishonor"" is."
The Brothers Karamazov,23,4,"Mystified by his brother's words, Alyosha continues on to the monastery, where the elder Zosima has already gone to bed. Father Paissy greets Alyosha at Zosima's chambers and reminds Alyosha that, despite being out in the world, he is still a novice monk under Zosima's orders and must remember his vows."
The Brothers Karamazov,23,5,"After waiting by Zosima's bed as the elder sleeps, Alyosha returns to the outer chamber, where he takes off his boots to go to bed. He prays before his simple cot. He doesn't ask God for anything (given the dismal world of the novel, it isn't clear God is exactly a receptive guy anyway); he only desires for the ""tenderness"" that comes with prayer."
The Brothers Karamazov,23,6,"In the middle of his prayer, he happens to feel the envelope that Katerina's maid had left in his pocket. After finishing his prayer, he opens the envelope. It's a letter from Lise, the young daughter of Madame Khokhlakov. She professes her love for him but worries that her reputation will be ruined because of her letter. Alyosha laughs with joy as he finishes the letter and passes into a peaceful sleep."
The Brothers Karamazov,22,0,"Troubled by what has just transpired at his father's home, Alyosha heads off to Katerina's, but it's already dusk."
The Brothers Karamazov,22,1,"When he arrives there is some commotion in the drawing room before he is at last shown in. The room is empty, with a tea service set for two, and Alyosha realizes he must have interrupted some company."
The Brothers Karamazov,22,2,"Katerina comes in and greets him warmly. Alyosha gives her Dmitri's message, which Katerina doesn't take as a rejection. Instead, she tells Alyosha that she's convinced that she can save Dmitri from himself by showing what a true friend she can be, even forgiving him for stealing the money that was meant for her sister and spending it on his mistress, Grushenka."
The Brothers Karamazov,22,3,"For who should be visiting Katerina at that moment but...Grushenka! She walks in to the room and greets Alyosha. Katerina gushes that Grushenka is an angel, takes her hand and kisses it. Katerina informs Alyosha that Grushenka has agreed to break it off with Dmitri."
The Brothers Karamazov,22,4,"Grushenka denies that she ever promised any such thing. Katerina is confused, but seems reassured when Grushenka takes her hand to return her kisses. But, laughing, Grushenka changes her mind and refuses to kiss Katerina's hand."
The Brothers Karamazov,22,5,"Realizing that Grushenka has just been toying with her, Katerina almost attacks her but is restrained by Alyosha. She begs Alyosha to leave, and as he does, the maid hands him a note from Madame Khokhlakov."
The Brothers Karamazov,5,0,"Fyodor, Ivan, Pyotr Miusov, and Miusov's distant relative Pyotr Fomich Kalganov arrive at the monastery, but there's no Dmitri in sight."
The Brothers Karamazov,5,1,"They are led to Zosima's hermitage by Maximov, a landowner who happens to be headed in the same direction. On the way, a monk intercepts them and invites them to dinner with the Father Superior later in the day."
The Brothers Karamazov,5,2,"The hermitage is surrounded by beautiful flowers. Outside, the faithful have gathered to wait for Zosima's blessing. A monk asks them to wait while he announces their arrival to Zosima."
The Brothers Karamazov,4,0,"Alyosha's mentor at the monastery is the spiritual figurehead, Zosima. As his elder, Zosima has complete control over Alyosha. The idea is that through obedience to his elder, Alyosha will be able to gain mastery over himself and attain religious illumination."
The Brothers Karamazov,4,1,"Meanwhile, relations between Dmitri and Fyodor have become so bad that Fyodor, half in jest, suggests that they settle it through a meeting with Zosima. Dmitri agrees, and so does his former guardian Pyotr Miusov, who happens to be suing the monastery over a forest. Ivan, who functions as a mediator between Dmitri and Fyodor, is also coming."
The Brothers Karamazov,4,2,"Alyosha is filled with foreboding at the prospect of this meeting, and he's particularly concerned that his father is going to cause another scandal."
The Brothers Karamazov,54,0,"Perkhotin rushes over to the house of Mikhail Makarovich Makarov, the district commissioner of police, where a party is taking place. When he arrives, he discovers that not only are all the important officials there, but they have also already been notified of Fyodor Karamazov's murder by the servant Marfa Ignatievna."
The Brothers Karamazov,54,1,"What happened was this: Marfa is woken up by a terrible scream from Smerdyakov, the kind that always began his epileptic fits. She notices Grigory is missing, then hears groaning from the garden, where she discovers a bloodied Grigory much as Dmitri left him in. She rouses her neighbor, Maria Kondratievna, her daughter, and the visiting Foma, and they all go to Fyodor Karamazov's house, where they discover his dead body. Marfa then runs off to the deputy commissioner's."
The Brothers Karamazov,54,2,"Perkhotin, Makarov, and the other officials head over to Fyodor Karamazov's house to investigate. After surveying the scene, they dispatch the deputy commissioner off to Mokroye to keep watch on Dmitri while they get the paperwork settled for his arrest."
The Brothers Karamazov,54,3,"This is why, when Dmitri had previously met Trifon Borisivetch outside (Book 8, Chapter 8), the innkeeper looked concerned – he had already been notified by the deputy commissioner of Dmitri's impending arrest."
The Brothers Karamazov,55,0,"So now we're back at the inn, where Dmitri has just been accused of his father's murder. Grushenka has to be pulled away from Dmitri. Dmitri is sat at a table, where Parfenovich and Kirillovich begin his interrogation. A clerk takes notes."
The Brothers Karamazov,55,1,"Dmitri is relieved to learn that Grigory is OK, and he denies that he murdered Fyodor. The officials remind him that he's been talking about murdering his father for the last month or so; that he's been loudly protesting that his father owes him his inheritance; and that Dmitri regarded the 3,000 roubles Fyodor was saving for Grushenka as his own property."
The Brothers Karamazov,55,2,"Dmitri concedes all these points, but he still denies murdering his father."
The Brothers Karamazov,55,3,His initial joy and relief at discovering that Grigory is still alive gives way to sadness at his father's death.
The Brothers Karamazov,55,4,Grushenka bursts in to interrupt the interrogation and she has to be taken to a different floor altogether. Makarovich explains to Dmitri that he calmed Grushenka down and placed her in the care of Maximov and the innkeeper's daughters. Dmitri is grateful.
The Brothers Karamazov,30,0,"Snegiryov then starts rambling on to Alyosha about the back-story behind his dispute with Dmitri. He had been some kind of servant to Dmitri but had cheated him on Grushenka's and Fyodor's orders. On discovering this, Dmitri had turned him out of the tavern by his beard, mockingly called the ""whiskbroom,"" in front of his own son and the other children. His son continues to be mocked by the children and is constantly getting into fights with them even though he's frail."
The Brothers Karamazov,30,1,Alyosha then offers him the 200 roubles. Snegiryov seems genuinely grateful and goes on about all the wonderful things he can do for his family.
The Brothers Karamazov,30,2,"But all of a sudden, Snegiryov's mood seems to change. He flings the roubles on the ground and announces that his honor can't be bought. But as he runs away, he also asks Alyosha what his son would say if he knew that he had accepted money from a Karamazov."
The Brothers Karamazov,31,0,"When Alyosha arrives at the Khokhlakovs', Madame Khokhlakov is on her way out the door to tend to Katerina, who is now running a fever."
The Brothers Karamazov,31,1,"Alyosha and Lise are alone, so Alyosha tells Lise about his encounter with Snegiryov. He reveals that he's actually glad that Snegiryov rejected the money because it gave Snegiryov the chance to prove he was an honorable man. Alyosha decides that Snegiryov will be more receptive to the money the next day."
The Brothers Karamazov,31,2,"Lise then tells Alyosha that her note to him actually wasn't a joke at all. Alyosha tells her he knows, and Lise is annoyed because he seems so cold. But then he kisses her, which surprises them both. He confesses that he had her letter in his pocket all along."
The Brothers Karamazov,31,3,"Lise asks Alyosha why he seems so terribly sad, and he mentions how troubled he is by his family's conflicts and Zosima's ill health."
The Brothers Karamazov,31,4,"After kissing Lise good-bye, Alyosha heads downstairs only to be headed off by Madame Khokhlakov, who is distressed by what she's overheard between him and Lise. Alyosha refuses to show her Lise's letter and continues out the door."
The Brothers Karamazov,79,0,"The chapter opens at 10 in the morning the next day, in the courtroom just before Dmitri's trial begins."
The Brothers Karamazov,79,1,"The narrator tells us that the trial has attracted such nationwide attention that the court has made the unprecedented arrangement of setting up a row of chairs for dignitaries by the judges. Women seem in general to favor the romantic Dmitri, whose love triangle with Grushenka and Katerina seems to have struck a chord, and men seem to favor punishing him."
The Brothers Karamazov,79,2,"The famous lawyer Fetyukovich has been brought in to defend Dmitri, while the prosecutor Kirillovich will present the case against him."
The Brothers Karamazov,79,3,"Into the packed courtroom arrives the presiding judge, a second judge, then an honorary justice of the peace, followed immediately by Kirillovich. The jurors are already settled in, although the narrator seems to frown on their composition: four low-ranking officials, two merchants, and six local peasants and townsmen."
The Brothers Karamazov,79,4,"The presiding judge announces the trial of Dmitri Karamazov, and Dmitri appears, followed by his lawyer. A list of witnesses is read, including four who are unable to appear: Miusov, who is in Paris; Madame Khokhlakov and Maximov, who are ill; and finally Smerdyakov, who killed himself the night before."
