Texto,Idioma
Wayna runa,Quechua
Machu tayta,Quechua
Warmi,Quechua
Sipas warmi,Quechua
Paya warmi,Quechua
Runa,Quechua
Paya,Quechua
Payacha,Quechua
Awki paya,Quechua
Machula,Quechua
Awki machu,Quechua
Ñawpaq machu,Quechua
Wawa,Quechua
Qulla wawa,Quechua
Qulla wawa,Quechua
Ñuñuq wawa,Quechua
Wawa,Quechua
Hirq’i,Quechua
Warma hirq’i,Quechua
Maqt’a /qhari warma,Quechua
P’asña /sipas,Quechua
Sipascha,Quechua
P’asña,Quechua
Maqt’acha /waynacha,Quechua
Wawqiy,Quechua
Panachay,Quechua
Wawqiy,Quechua
Nañay,Quechua
Paqariy,Quechua
Wiñay,Quechua
Kawsay,Quechua
Chichu,Quechua
Wiqsayuq,Quechua
Machuyay,Quechua
Payayay,Quechua
Wata,Quechua
Wañuy,Quechua
Wawqi,Quechua
Pana,Quechua
Tura,Quechua
Ñaña,Quechua
Churi,Quechua
Qhari churi,Quechua
Warmi ususi,Quechua
Warmi churi,Quechua
Qhari wawa,Quechua
Warmi wawa,Quechua
Ayllu,Quechua
Ayllu,Quechua
Mamay,Quechua
Mamaykuna,Quechua
Tayta,Quechua
Taytamamay,Quechua
Awicha,Quechua
Hatunmama,Quechua
Awicha,Quechua
Awki,Quechua
Hatunpapay,Quechua
Haway,Quechua
Qipa mamay,Quechua
Qipa taytay,Quechua
Marq’aqiy,Quechua
Kuraq wawa,Quechua
Kuraq churi,Quechua
Sullk’a wawa,Quechua
Sullk’a churi,Quechua
Warmiq Phiwi wawan,Quechua
Kuraq wawan,Quechua
Khariq phiwi wawan,Quechua
Kuraq wawa,Quechua
Churinchakuy,Quechua
Wawanchakuy,Quechua
Mana tayta mamayuq,Quechua
Mana taytayuq,Quechua
Mana mamayuq,Quechua
"Qusayuq, kasarasqa",Quechua
"Warmiyuq, kasarasqa",Quechua
Qusa,Quechua
Warmiy,Quechua
"Mana qhariyuq, sapallan warmi",Quechua
Mana warmiyuq,Quechua
Sapallan qhari,Quechua
Sapallan wachapakuq,Quechua
Sapallan uywaq mama,Quechua
"Qharinmanta t’aqanasqa,",Quechua
Saqisqa warmi,Quechua
Warminmanta t’aqanasqa,Quechua
Saqisqa runa,Quechua
Sapallan uywaq tayta,Quechua
Wañuska qusayuq,Quechua
Wañuq qusayuq,Quechua
Wañusqa warmiyuq,Quechua
Wañuq warmiyuq,Quechua
Wasimasi,Quechua
Kuyay,Quechua
Munakuy,Quechua
Wayllunakuy,Quechua
Munay,Quechua
"Kuyasqa, munasqa",Quechua
Wayllukuy,Quechua
Pantaq warmin,Quechua
Munay masi,Quechua
Pantaq qharin,Quechua
Pantaq masiy,Quechua
Kasukuy,Quechua
Kasarakuy,Quechua
T’inkinakuy,Quechua
T’aqanakuy /rakinakuy,Quechua
Wisch’uy,Quechua
Wischusqa,Quechua
Allipunay,Quechua
Allinllanakuy,Quechua
Allinpay,Quechua
Allinllay,Quechua
"T’aqanakuyta munani, doctor",Quechua
"¿Imanaptin, imarayku?¿Imanaqtinmi t’aqanakuyta munanki?",Quechua
Manam qusaywan tiyayta atiniñachu.,Quechua
Manam qusaywan kuska kayta atiniñachu.,Quechua
Willaway sasachakuniykita,Quechua
Nisyu machaqmi,Quechua
Sinchita machaqmi,Quechua
"Machasqalla purín, mana mihunapaq qullqita quwanchu",Quechua
¿Kasarasqachu kanki ?,Quechua
"Manan, doctor",Quechua
¿Hayk’apachamanta kuska tiyankichik?,Quechua
Kimsa watamanta pacha,Quechua
"¿Imanaptin, imarayku t’aqanakuwaq?",Quechua
¿ Imanaqtinmi t’aqanakuyta munanki?,Quechua
Qusaymaqawanmi,Quechua
Qusaymi maqawan,Quechua
Manan allin taytaychu,Quechua
Manan allin qusachu,Quechua
Mana allintachu qhawariwan,Quechua
Millayta tiyayku,Quechua
Manan allin mama warmichu,Quechua
Manan allin tiyanapaq warmichu,Quechua
Manan qullqita quwanchu,Quechua
Qichuwanmi qullqiyta,Quechua
Qullqiytan nisyuta tukun,Quechua
Manan qhawanchu churinkunata,Quechua
Manan churinkunamanta yuyanchu,Quechua
Manan churinkumanta llaqkikunchu,Quechua
Qusay churiykunata maqan,Quechua
Warmiy maqan churiykunata,Quechua
Warmi mana allintachu kawsachin churiykunata,Quechua
Qusay manan allintachu kawsachin churiykunata,Quechua
Ñan huk warmiyuqña,Quechua
Huk qhariwanña pantasqa,Quechua
Huk warmiwanmi pantasqa,Quechua
Wakin p’unchaw kuna mana puñuq hamunchu,Quechua
Kanmi pantaqmasin,Quechua
Kanmi pantaq qharin,Quechua
Kanmi pantaq warmin,Quechua
Payqa machaqlla,Quechua
Pay carselpi kachkan,Quechua
Pay calcelpin tiyachkan,Quechua
¿T’aqanakuytachu wiñaypaq munayki?,Quechua
¿Allintachu yuyayukunki ?,Quechua
¿Manachu qipaman kuti-tiqra-Muwaq?,Quechua
"¿Kanchu imakichispas kuska rantisqaykichiq, riwasqaykichik ?",Quechua
¿Hayk’awawaykichik?,Quechua
¿Pin qipanqa churiykikunawan?,Quechua
¿Imaynatan qullqita tarimunki churiykiq kawsayninpaq?,Quechua
¿Hayqawata kuska tiyarqankichik?,Quechua
Allin p’unchaw mamitay,Quechua
Imaynalla doctor,Quechua
Doctor sasachayuqmi kachkani,Quechua
Uyariyki,Quechua
"Qusaymi huk familiayuq, huk churiyuq manan imatapas quwanchu churiykunapaq",Quechua
¿Kasarasqachu kachkankichik?,Quechua
"Ari, kasaduraqmi kayku. Manaraq t’aqasqachu kayku",Quechua
¿Hayk’awatayuq churiykikuna?,Quechua
Huknin pichqa watayuq huqtaq chunka watayuq,Quechua
¿Imapin llamk’ay qusayki?,Quechua
Carru purichiqmi Chofirmi,Quechua
Qam kihakuyta atinki. Demanda por alimentos nisqata kachayuwaqmi,Quechua
Alimento demandata churanaypaqmi hamuni,Quechua
¿Imapitaq churiykiq taytan llamk’an?,Quechua
Ch’aqra muhuta llaqtaman qatun,Quechua
¿Manachu hayk’ayllapas qullqita chaya chimusunki?,Quechua
"Ari, pichqa chunka solesllata killapi chayachiwan",Quechua
Manan qullqita quwanchu,Quechua
Churiykunawan mana yanapawanchu,Quechua
"Ñiwan, mana kasarasqachu kanchik, hinaspaqa manas kamachikuy kanchu chaypaq.",Quechua
¿Maypitaq pay tiyan?,Quechua
¿Qillqa riqsisqachu churiykikuna taytanwan?,Quechua
"Ari, doctor",Quechua
"Mamitay churiykikunaq chiqa derechosnin kanmi, qullqita alimentospaq urqusunmanmi taytamanta",Quechua
"Mamitay churiykikunaq chiqa kamachikuy kanmi, qullqita alimentospaq urqusunmanmi taytamanta",Quechua
¿Hayk’atanchuriykikunapaq killapi tukunki?,Quechua
"Alimentos kihaqa manan mikhunallapaqchu, llapapaqmi",Quechua
"Ichaqa chay kihaqa wawaq p’achanpaq yachamunanpaq, huk imakunapaqpas",Quechua
Mana abugaduta kay juiciopaq munayki,Quechua
Kay qillqallatan huntachay,Quechua
Kay formulariota huntachay,Quechua
Mantay; manas hunt’asqachu wawakiq stin kay partida qillqapi,Quechua
¿Ima sasachakuymi kachkan?,Quechua
Manan partidaykipi iskay apelliduyki churasqachu kachkan,Quechua
Sasachakunmanmi pensión de alimento ñisqa chaskinapaq,Quechua
Manan yachay wasiman churayta atinkichu,Quechua
Sasachaykuwaqmi imaymana tramitikunapaq,Quechua
¿Imata ruwayman?,Quechua
Churikiq partidanta allchachinayki,Quechua
Partidapin hunt’asqa sutinta churachimuy,Quechua
¿Maymantaq risaq?,Quechua
"Oficina de registro civil, mayqin municipalidad paqarisqanman rina",Quechua
"DNIta partidantawan copiyachispa apanki,",Quechua
Partida de nacimientuta apanayki,Quechua
Qullqi,Quechua
Llamk’ay,Quechua
Llamk’aqmasi,Quechua
Rantiy,Quechua
Rantiq,Quechua
Qatuy,Quechua
Qatukuq,Quechua
"Suchuy, t’inka",Quechua
Chanin,Quechua
Manuy,Quechua
Manuy,Quechua
Manupakuy,Quechua
Manukuy,Quechua
Manu,Quechua
Manukuq,Quechua
Manuq,Quechua
Kutichiy,Quechua
Manukutichiq,Quechua
Waqcha,Quechua
Waqchayay,Quechua
Waqchakay,Quechua
Waqchakaymanta lluqsiq,Quechua
Mana imayuq runa,Quechua
Qapaqyay,Quechua
Ñawpaqman riy,Quechua
Qapaq runa,Quechua
Qispiq runa,Quechua
Wasimasiyman pichqa pachaq sulis mañayurani.,Quechua
¿Ima qillqaskayki chay manumanta kan?,Quechua
¿Ruwarankichikchu ima qillqallatapas?,Quechua
Mana alquilermanta kimsa killamanta pacha quwanchu,Quechua
Sapa kutin nin pagasayki ñispa,Quechua
Wasi ruwaqkunaman iskay waranqa solista ñawchirani,Quechua
Manaraqmi imatapas ruwancuchu,Quechua
Qullqiy wanchus hina pasapunku,Quechua
Ichapas ñawpaqta rimanakuykuman ima allchanapaqpas,Quechua
Manraq hatun sasachakuman haykuspa ichapas allchariwaqchik,Quechua
"Pin, policía",Quechua
"Pin, jefe",Quechua
Ñiway,Quechua
Jefey accidenten pasarun carreterapi,Quechua
¿Imataq karqunri?,Quechua
Accidenten kasqa,Quechua
Choquen Kasqa,Quechua
Pasajeruntin qaqaman ómnibus urmayun,Quechua
Pasajeruntin ómnibus mayuman urmayun,Quechua
"Iskay autokunan tupanaykunku, iskay runa wañupun",Quechua
Camiunmi sarurunhuk warmita,Quechua
¿Imataq chay carreteraq sutin?,Quechua
Sicuaniman riq ñanmi,Quechua
Churiyta sarusqaku,Quechua
Wawaytan carro sarurun,Quechua
¿Yachaykichu imaynan carru karan?,Quechua
"Ari, placaq yupayninta hap’ichkani",Quechua
Placapa yupayninqa N Kimsa pachaq tawachunka pischkayuq kachkan,Quechua
¿Maypin kay sasachakuyri karQan?,Quechua
Canas terminalpi,Quechua
¿Choferta riqsirurankichu?,Quechua
"Ari, hap’isqaña kachkan",Quechua
"Manan, choferqa chinkarqapunmi",Quechua
"Manan, choferqa ayqiyapunmmi",Quechua
"Manan, choferqa hap’ichikunchu",Quechua
Choferqa wañusqa,Quechua
"¿Chay chofer hayk’allatapas, imallatapas quranchu?",Quechua
Choferri ¿Qullqiwanchu allcharqan?,Quechua
Chofermanta ¿Qullqita chaskikurqanki?,Quechua
Manan imatapas ququnchu,Quechua
¿Hampinapaq recetata hap’ichkanki?,Quechua
¿Hospital recetata hap’ichkanki?,Quechua
"Ari, kanmi kachkan hospital recetakuna",Quechua
¿ SOAT seguro ñisqata chaskikurqankichu ?,Quechua
Manan imatapas chaskinichu,Quechua
¿Seguro SOAT chaskikuyta yachankichu ?,Quechua
"Manay, yanapawaychis chaywan",Quechua
¿Imataq SOAT?,Quechua
SOAT kashkan seguroq accidentipaq,Quechua
Carru accidente Kaptin qullqitan ququnku,Quechua
Carrupa seguroq empresanmanmin rinayki,Quechua
Denuncia policial copiata apanayki,Quechua
Wañuq certificadontan apanayki,Quechua
Chay accidentemanta ñan pusaq killaña.¿Atiymanraqchu seguro chaskiyta?,Quechua
"Ari, iskay watakaman mañakuyta atiwaq",Quechua
"Ari, chay accidenteq kachkanmantapacha, iskay watakaman chaskinaykipaq mañakuyta atiwaqmi.",Quechua
¿Imaynatataq chakraykikunata k’irirurqanku?,Quechua
¿Imaynatataq chakraykikunata chaquyusqaku ?,Quechua
Tarpusqaykunan pampachasqa kapun,Quechua
Liw saray sik’isqa kapun,Quechua
¿Pin chay sasachakuyta ruwan?,Quechua
Wasimasiypa uywankuna chayta Ruwayun,Quechua
Wasimasiypa wakankunan chayta ruwanku,Quechua
Empresaq maquinankunawan chayta ruwanku,Quechua
¿Uywayuqwan rimarankichu?,Quechua
¿Uywayuq imatan nin?,Quechua
¿Imatan chofer ñisunki?,Quechua
¿Imatan carruyuq ñisunki?,Quechua
Manan rimayta munanchu,Quechua
Manam empresaqa allichayta munanchu,Quechua
Chufirqa ñin; manan huchayuqchu kani ñispa,Quechua
Chofirqa ñin; wawaysi huchayuq,Quechua
Chikallanta chofirqa quyta munan,Quechua
Pisi qullqita qowayta munan,Quechua
¡Mamay maqasqa kachkanki!,Quechua
¡Quya maqasqa kachkanki!,Quechua
"¿Mamay, iman karun?",Quechua
¿Mamay iman susidisqan?,Quechua
"¿Mamay, imanarqunmi?",Quechua
Qusaymi maqaruwan,Quechua
Qhariymi maqaruwan,Quechua
Qayna p’unchawmi qusay maqayuwan.,Quechua
¡Hampichikunayki!,Quechua
Postaman pusasayki / Hampina wasiman pusasayki,Quechua
¿Médico legistaman rirankichu?,Quechua
"Arí, riraniña. Kaymi qawamuwasqan qillqa kachkan",Quechua
"Manan, ¿Maypitaq medico legistari?",Quechua
¿Imataqa medico legistari?,Quechua
Payqa maqasqa kasqaykita actapi sut’inchanqa,Quechua
Payqa k’irisqa kasqaykita actapi sut’inchanqa,Quechua
"¡Ama hina kaychu, medico legistaman pusarukuway!",Quechua
¿Maypin maqayurasunkiku?,Quechua
Wasiypi,Quechua
Chakraypi,Quechua
Callipi /k’ikllupi,Quechua
¿Hak’aqmi kay maqanakuy karqan?,Quechua
Kunallanmi /Naqhalla,Quechua
Qhayna ch’isi /Qhayna tuta,Quechua
Qhayna p’unchaw,Quechua
Sapa kutinmi karqan,Quechua
¿Imaynapin qusayki maqarqasunki?,Quechua
Mana imallamanta /yanqapuni,Quechua
Kutipakuqtiymi /kutipakusqaymanta,Quechua
Mana paywan puñuyta munasqaymanta,Quechua
Munasqanta mana ruwaptiy.,Quechua
Phiñanakuyta qallariqtiyku Huchatariqtiyku,Quechua
Qullqita mañakuqtiy,Quechua
Wasimanta lluqsinay kachkaqtin,Quechua
Machasqa kachkaptin,Quechua
¿Hayk’aqmantapacha maqasunki?,Quechua
¿Kunanllanraqchu?,Quechua
¿Chayllaraqchu?,Quechua
Kunanllaraqmi,Quechua
Chayllaraqmi,Quechua
¿Ñawpaqta maqarqasunkichu?,Quechua
"Manan, hayk’aypas maqawarqanchu.",Quechua
Sapa p’unchawmi maqawan.,Quechua
¿Hayk’a kutin chay karqan?,Quechua
Achka kutipuni,Quechua
Nisyuta maqawan,Quechua
Sinchitapuni maqawan.,Quechua
Wasimanta qarquwan /wasimanta wikch’uwan,Quechua
¿ Denunciata churarqankichu?,Quechua
"Arí, qhayna killa.",Quechua
"Manan, chayraqmi hamuchkani.",Quechua
¿Machasqachu maqarqasunki?,Quechua
"Ari, machasqa chayamun",Quechua
Payqa machaqmi,Quechua
"Manan, yuyayninpi kachkarqan",Quechua
Tunpa machasqa karqan,Quechua
¿Machaqchu qusayki?,Quechua
Supayta machan,Quechua
Nisyuta machan,Quechua
"Ari, machaq runa",Quechua
¿Imaynata maqarusunki?,Quechua
Ch’aqlaruwanmi,Quechua
Kuti t’ikraytan ch’aqlaykuwan / achkha kutitan ch’aqlaykuwan,Quechua
Chukchaykunamanta chutayuwan.,Quechua
Aysaykachayuwan /aysanaqawan.,Quechua
Hayt’aykuwan.,Quechua
Pampapi maqayuwan,Quechua
Yaqallamanta wañuchiwan /yaqalla sipiwan.,Quechua
¿Imawanmi maqarusunki?,Quechua
K’aspiwanmi takayuwan.,Quechua
"Qusayki, ¿Mana munachkaqtiykichu qamwan tupayta /puñuyta munan?",Quechua
Arí. Mat’iyuwan /ñit’iyuwan,Quechua
¿Qusayki k’amisunkichu?,Quechua
¿Qusayki waqch’asunkichu?,Quechua
Arí. Sapa kutimi k’amiwan,Quechua
Arí. Sapa kutimi waqch’awan.,Quechua
K’umuykachachiwanmi.,Quechua
Sapa p’unchawmi qapariwan.,Quechua
Sapa p’unchawmi k’amiwan,Quechua
Sapa p’unchawmi waqch’awan,Quechua
Mana munasqayta ruwachiwan.,Quechua
¿Imanaptinmi mana ñawpaqta hamurqankichu?,Quechua
Manacha ruwanmanñachu ñirani,Quechua
"Simiwañuywan ñiwarqan, manañan maqasaykichu ñispa",Quechua
"Simiwañuwan ñiwarqan, musuq runa kasaq ñispa",Quechua
¿Payllachu wasigastuta churan?,Quechua
¿Payllachu wasipaq qullqita churan?,Quechua
¿Payllachu qullqita apamun?,Quechua
Ñuqaqa manam qullqita apamunichu,Quechua
¿T’aqakuyta munankichu?,Quechua
"Manan, ¿Pitaq wawaykunawanri yanapawanqa?",Quechua
"Manan, ¿Pin qullqita quwanqa wawaykunata mikhuchinaypaq?.",Quechua
¿Aylluyki yanapanasunkipaq kanchu?,Quechua
Manan pipas kanchu. Manchakunin Doctora,Quechua
Manan paywan kutiyta munanichu,Quechua
¿Imapin sasachaykipi yanapayuykiman?,Quechua
Manaña waqmanta ruwawananta munanichu,Quechua
Phiñarikunaykichikta wanananpaq munani,Quechua
K’amiyapuwaychik,Quechua
K’aqchayrapuwaychik yuyayta hap’inanpaq munani,Quechua
¿Wasikimanta lluqsinanta munankichu?,Quechua
"Ari, manam paywan tiyayta atiniñachu.",Quechua
"Ari, manam paywan allchakuyta munaniñachu.",Quechua
"Ari, hinacha kanqa, imanasaqtaqri.",Quechua
"Qhipachun, ichaqa allinta phiñarikuychik",Quechua
"Qhipachun, ichaqa allinta k’amiriychik.",Quechua
¿Qam kamachikunaykuta munawaqchu chay k’iriqniyki wasiykimanta lluqsinanpaq?.,Quechua
"Arí doctor, allinmi kanman.",Quechua
Sasachakuypi kachkanki.,Quechua
Wañuy patapin kachkanki.,Quechua
Q’usayki wañuchisunkiman.,Quechua
Llapayku manchakuyku.,Quechua
Pakaychik imaymana k’irichikkunata.,Quechua
Kuchillutapas pakanayki.,Quechua
"P’achaykipas, sapatupas, makillaykipi kachun.",Quechua
Qam wahamaqtiykiku utqayta hamusaqku,Quechua
¿Kanchu waq laruman ripukunaykipaq?,Quechua
¿Kanchu waq waqman ripukunaykipaq?,Quechua
"Arí, taytamamanpa kasqanman.",Quechua
Taytamamaykiq wasinman ripuy.,Quechua
Ñañaykiq wasinman ripuy.,Quechua
Wasimasiykikunaq wasinman ripuy.,Quechua
"Manam, huk llaqtamantam kani.",Quechua
"Manan, purunmantan hamuni",Quechua
"Manan, karunmanta hamuni",Quechua
Manan atinichu wasiymanta ll’uqsiyta,Quechua
¿Kanchu wasimasiykikuna yanapanasuykipaq?,Quechua
¡Warmi wawayta qusan maqarun!,Quechua
¡Panayta qusan maqarun!,Quechua
¡Warmi wasimasiyta qusan maqachkan!,Quechua
Paytaqa parejanmi /qharin maqan,Quechua
"Mantay, taytayta maqasqa",Quechua
"Mantay, turayta maqasqa",Quechua
"Mantay, panayta maqasqa",Quechua
¡Parrastuy/mamaypa qharin mamayta maqayun!,Quechua
Pay medico legista ñisqaman riranchu,Quechua
Risaqku qawaq. ¿Icha manachu qanwan risunman?,Quechua
"Kay llamk’aywanqa, imaynatachus qhichwa simita qillqayta ñawiriyta, yachaywasikunap qallariy watakunapi yachachisqankuta riqsiyta  munani.",Quechua
"Chay yachachiytaq kay Reforma Educativa yaykusqanmantapachaqa may t’ukuriy kachkan, astawanpuniqa chay qhichwapi ñawiriyta, qillqariyta yachachiypi.",Quechua
"Chay nispa Rodeo yachaywasiman rikuq rirqani. Chay Rodeoqa kay Tiraque juch’uy t’aqa suyu ukhupi kachkan, Tiraquetaq Quchapampa suyu ukhupi kachkan.",Quechua
"Chay qhichwapi ñawiriyta qillqariyta yachachiqta rikunapaqqa iskay killata Rodeo yachaywasipi tiyamurqani, chaymantataq kutimuspañaqa chay tukuy pallasqay willaykunata allichaspa k’achata t’aqarani, chaymantataq yuyaykunata jurqhuni.",Quechua
Chay yuyaykunata jurqhuspañaqa juk rurita ruwaspa kay p’anqata qillqarini.,Quechua
"Ajinamanta kay p’anqaqa suqta phatmayuq rikhurin. Iskay kaq phatmaqa, imaynata kay llamk’ayta ruwasqaymanta rimarichkan",Quechua
"Kimsa kaq phatmapiqa wakin jatun yuyaykunata phaskararichkan, chay yuyaykunaqa kay ñawiriyta, qillqariyta yachachiy jawa kachkan, chay ñawiwantaq tukuy tarisqayta rikurisaq, umancharikusaq ima.",Quechua
Tawa kaq phatmapiqa tukuy ima rikusqaytaña willarichkani.,Quechua
Chaypi qhawasqaymanjinaqa qillqayta ñawiriyta yachachichkasqankuqa unay karqa ajinallapuni kachkasqa,Quechua
Phichqa kaq phatmapitaqqa imapichus kay tarisqay yuyaykuna t’ukuchiwasqanta nirichkani,Quechua
"Suqta kaq phatmapiqa, imaynamantachus kay qhichwapi ñawiriyta qillqariyta yachachiyqa ñawpaqman astawan allinta thatkirinman nispa may mayllatapis yuyaycharichkani.",Quechua
t’anta jap’ik,Quechua
t’anta jap’iq,Quechua
p’anqata jallch’aq,Quechua
llimphuta qhawaq,Quechua
Ayllunchikta siq’inachik,Quechua
Juch’uy t’aqa,Quechua
suyunchikmanta puquykuna,Quechua
"Phuruyuq, philuyuq, millmayuq uywakuna",Quechua
Kamachiqkuna,Quechua
uch’uy t’aqa suyunchikmanta uywakuna,Quechua
Yawarmasinchikpata llank’aynin,Quechua
Uywakunata siq’inachik,Quechua
Yawarmasiypi imaynatataq ñawpa llank’arqanku,Quechua
Imaynatataq juch’uy t’aqa suyunchik paqarirqa,Quechua
Ayllunchikpi willanakuna,Quechua
Rimaykunaq t’aqaynin,Quechua
Juch’uy t’aqa suyunchikmanta runakuna llank’anku,Quechua
Warmi wawakunata qhari wawakunata sayaqiyninku,Quechua
suti sut’inchaq,Quechua
Karma qillqa,Quechua
Juch’uy t’aqa suyunchik,Quechua
Juch’uy t’aqa suyunchikmanta uywakuna,Quechua
Qhawaspa parlana,Quechua
Imaynataq kunan juch’uy t’aqa suyunchik,Quechua
chukurikuychik kunanqa,Quechua
sumaqta yachanaykupaq,Quechua
"sumaqta yachanaykupaq mañakuyku, pachi niyku",Quechua
kay k’anchaymantapis,Quechua
ranitasta ruwanqanku nin,Quechua
¿Imataq kaypata sutin?,Quechua
P’anqankupi chay phatmikunata tarispaqa qillqanankuta nin,Quechua
Wakin wawakunaqa siq’ikunata modulosmanta kikinchanku,Quechua
Wakinkunataq chay phasmikunata mask’aspa siqiwan muyuykuchinku,Quechua
wakkunataq pata sutita,Quechua
"raphimanta kikinchanku, juk qhari wawataq wak simikunata chay phasmikunawan qillqan",Quechua
Ñuqa yanaparisqaykichik ¿ima nichkantaq?,Quechua
Uywa michiymanta rimarinachik,Quechua
lapisniykichikta jurqhuychik,Quechua
"Kunanqa kaypi ruwasqanchikta ruwankichik, k’achituta, kaytaqa lapiswan muyituta, ajinata",Quechua
"Pintawankichik ima, picha tukunqa, pinturasta qusaq",Quechua
"Q’ayallaña pintasunchik, q’aya día tukuchasunchik",Quechua
"Rikuchiytawan lluqsinkichik, qhipakusunchik manaqa, sapa juk sutintawan ruwanaykichik tiyan",Quechua
Qayna ruwachkasqanchikta tukuchasunchik kunanqa,Quechua
Pinturastawan qusqaykichik pintanaykichikpaq,Quechua
"¿pichus ajina qillqarqankichik, pichus ajina qillqarqa?",Quechua
"‘jatunqa’, wakjinataq, wak laditupitaq, mana t’inkisqachu",Quechua
"‘tutumaqa’ t’inkirasqa, aswan jatuchikta ruwanki Mayra",Quechua
aswan jatuchikwan qhawakunqa,Quechua
uyariychik kunanqa,Quechua
tukuchkaniña ñuqa,Quechua
tukuy ruwananchik tiyan,Quechua
"qhawaychik mana atiqkuna, qhawaychik, kunanqa, ñawimuychik",Quechua
¿ima kaypi kachkanri?,Quechua
¿imatawan faltawanchikri?,Quechua
pili purin,Quechua
ñawi yana,Quechua
uchu jaya,Quechua
Ayllunchikpi tiyapuwanchik awtukuna chanta wakakuna chanta sach’akuna chanta rantina wasi chanta wasikuna,Quechua
¿imataq kanan tiyan?,Quechua
¿machkha kasqa?,Quechua
pi jamunman y churanman,Quechua
"kaypi juk, dos, tres",Quechua
juk ratitu samarisunchik,Quechua
juk ratitullata pero mana achkhatachu,Quechua
kunan jamuna kayman,Quechua
y kayri ¿imatataq kayman churani?,Quechua
phinkina ch’iku,Quechua
"phinkina ch’iku, ¿ima niy munawanchik?",Quechua
"phinkinchik, saqirparinchik kaypi ¿i?, phinkinchik kaykama Kay rikhuriptin jatun qillqawan qallarinanchik tiyan ¿ya? Jatun qillqawan qallarinanchik tiyan",Quechua
"juksituta ñawirisaq, kutikipasaq: “Jatun qillqata samana chimputa qillqaspa",Quechua
¿chaytawanchu ruwasaq?,Quechua
¿imata mask’ankichik?,Quechua
"samana chimpu, chanta muyituta mana fuertewan churankichik, sino calmitallawan jinitata, jinitata calmitallawan muyuchinkichik",Quechua
"chaymanta mask’ankichik jatun qillqata, jatun qillqata, maykunaspi jatun qillqata churananchik tiyan chayta mask’ankichik ¿ya?, muyuchinkichik kay kaywan, kayta muyuchiwankichik kayta, jatun qillqa kachkan, jinata ya",Quechua
¿imata mask’ankichik kaypi?,Quechua
"chimputa, jatun qillqa",Quechua
¿qampatari Lucila?¿mask’achkankichu jatun qillqata?,Quechua
chayqa tarini wakta,Quechua
¿mask’ankiñachu qam?,Quechua
mask’achkani,Quechua
"wakkuna kaypi pantasqanku, kaypi juch’uysituwan ruwasqanku",Quechua
"sumaq qillqasqa kachkan, pero ¿imitapi pantasqanku?",Quechua
"eso, qallarinapi. ¿Ima kanan karqa?",Quechua
¿imaraykutaq?,Quechua
"suti, chaymanta qallarichkan rimaykunata, jatunwan kanan tiyan",Quechua
"ya, iskay iskay tiyarinkichik",Quechua
cambiasunchik p’anqasta,Quechua
"ya, ñuqawan pizarronpi allinchasunchik",Quechua
"kunan pizarronta qhawariychik, mayqinchus..., allinchasunchik, allinchankichik qamkuna...",Quechua
"suti llaqtamanta kay kachkan, kay Punata",Quechua
¿Imaynataq qallarinan tiyan?,Quechua
Tata wawata maqan,Quechua
"kunanqa riqsirisunchik o apaykachayta yacharisunchik ‘-man’ k’askaqta, o sea chay nakunata, o sea suti saphikunata, ñawpaq p’unchawkunapi ruwarqanchikña saphita ¿ichari",Quechua
parlarisunchik na... t’aqa suyunchik chayllamantapuni,Quechua
"nichkarqaykichik a ver, ¿ima p’unchawtaq qhatukuna ruwakun jaqay Tiraque llaqtanchikpi?",Quechua
"¿imamantaq rinkutaq tatasninchik, mamasninchik?",Quechua
¿imapaq chay recado rantiq rinku?,Quechua
mikhunapaq,Quechua
¿ima nichkan kaypi?,Quechua
"suti saphi, juk suti saphi kayqa",Quechua
¿kay suti saphimanqa imata k’askachisun nichkarqaykichikmin?,Quechua
"pirqa qillqanapi ruwasqanchikta, p’anqanchikpi ruwasunmanchu?",Quechua
"ya, ruwarisunchik, mana qunqanapaq",Quechua
wakkunatawan wasipi ruwanapaqpis tarea qusunchik,Quechua
¿kay fechanta churankichikñachu?,Quechua
¿ima nispa churarisunman jatun sutita?,Quechua
uritanpi qillqariychik a p’anqaykichikpi,Quechua
qayna wasipi ruwanapaq qurqaykichik juk tapuyta ¿ichari?,Quechua
"chaypi tukukun, t’aqllarikunachik",Quechua
¿pitaq michiq kasqa?,Quechua
juk lluqallitu,Quechua
¿imata michiq kasqa?,Quechua
¿pitaq wañuchisqayki nisqa?,Quechua
¿imamantamin maqarqa?,Quechua
"uyarina tiyan sumaqsituta ya chaymanta tapuykunata wakirichisunchik, ma uyarisun chayqa mana kutichiyta atisunchu",Quechua
¿imastataq rikunkichik chay p’anqapi?,Quechua
¿imatataq chay wawakuna ruwachkanku?,Quechua
ñawirichkanku,Quechua
a ñawirichkanku ninku jaqay qutupiqa,Quechua
"¿warmikamachu kanku, qharikamachu?",Quechua
warmi y qhari,Quechua
juk warmi wawa juk qhari wawa,Quechua
¿chaykunasman ñuqanchik sutinchikta qillqay atisunmanchu?,Quechua
lapisitusllawan a k’askaykuchisunchik chayman,Quechua
"lluqsiychik, pispatacha revisaniña lluqsiychik",Quechua
¿uyarichkawankichikchu?,Quechua
¿ima nichkan kay tapuy?,Quechua
"kayqa, tukuchkaniña",Quechua
