N°,artists,explicit,genre,lyric,musixmatch_rating,rank,title,Violencia verbal,Violencia Física,Violencia Psicológica,Violencia Sexual,VIolencia Económica,Violencia Simbólica,Apto para niñxs,clase,Observacion
33,JOWELL & RANDY & J BALVIN,0.0,Music,"J Balvin man
Jowell y Randy
Leggo

Yo no sé qué será
Lo que tiene que me enloquecerá
Estas cosa' de la vida solo una vez se dan
Desde que lo hicimo' las gana' no se van

Y aquí me tiene así
Bebé, yo estoy pendiente
Te hablo claro, no te saco de mi mente

Me la paso aquí pensando en ti (ih)
En lo rico que te di (ih)
La última ve' que te vi (ih)

Te confieso que me la paso aquí pensando en ti (ih)
En lo rico que te di (ih)
La última ve' que te vi (ih)
Te confieso que me la paso aquí pensando en-

Que si de pronto (yeah)
Si lo permite', mami, pa' vernos pronto (su)
Si tú me deja' en la Mercedes te monto (monto)
Y ponte el traje que te traje a Toronto

Olvídate del tonto aquel
Tú va' a fumar y yo a beber (a beber)
...


 ",29.0,34,ANARANJADO,0,0,1,1,0,0,0,1,
34,OZUNA & DADDY YANKEE,0.0,,"No no no
Yeah, yeah
D-D-D-D-DY
El negrito ojos claros
Ozuna

No se da cuenta que yo estoy aquí
Esperando a ver si te pones pa' mí

No le conozco amores
Siempre anda sola
Conozco to'as sus versiones
Es una abusadora

Y cuando sale pa' la calle
Bien así cala'
Tiene un no sé qué
Yo me muero de ganas

No se da cuenta que yo estoy aquí
Esperando a ver si te pones pa' mí

No le conozco amores
Siempre anda sola
Conozco to'as sus versiones
Es una abusadora

Donde quiera que pasa
Le ponen la orden de protección
Porque es una amenaza
Y las tiene a to'as bajo presión (fuego)

Es tremenda bully, bully, abusadora
Una serial killer, ella es matadora
Es un lujo mirarte con mi vista decora, viuda negra, seductora
Haciendo el amor es que tú te los devora
...


 ",27.0,35,NO SE DA CUENTA,1,0,0,1,0,0,0,1,
35,LOS 2 DE LA S & BANDA MS DE SERGIO LIZARRAGA,0.0,Latin / Regional Mexicano,"Yo de esta vida
Que voy a llevarme tan solo son las vivencias
No tengo tiempo para andarme con tristezas
Saquénse unos cuartitos, también unas guitarras
Pa' cantar canciones buenas

Ya he conocido cosas
Que ni siquiera por la mente me pasaban
Yo soy el mismo, no se me sube nada
Porque hay principios, sencillez y humildad
Y lo que sobra es palabra

Soy un afortunado por tener mi familia
Y amigos que me quieren
Este corazón es para todos ustedes
La vida es una fiesta
Y hay que saber gozarla y bailarla como viene

En esta vida tan solo es cuestión de irle agarrando el lado
Mañana no sé si amanezca vivo ya para contarlo
Les agradezco a mis padres por la vida
...


 ",22.0,36,SOMOS LOS QUE SOMOS,0,0,0,0,0,0,0,0,
36,IR-SAIS X RAUW ALEJANDRO,0.0,,"Ya hace un día que nos vemo'
Y creo que un tesoro encontré
¿Será verdad?, aún no lo proceso
Es que eres tal como te soñé
Cuando me ve, no le tengo que decir
Si mi sonrisa no sabe mentir

Lo que no sabe es que mi sueño me va a cumplir
Si tú me ves y te empieza' a desvestir
Así que ya sabes, tienes la verde pa' comerme
El mundo al revés, solo tú puedes ponerme, mami

Es que ninguna compite contigo, mami
Yo quiero ser más que un amigo, mami
...


 ",70.0,37,DREAM GIRL,0,0,0,0,0,1,0,1,
37,JUNIOR H,0.0,,"Mente positiva y aquí hay cosas de la vida
Si hablo de animales me gusta más gorilita
Tengo quien me cuide, también quien quiere matarme
Pero no me escondo, ya saben dónde encontrarme

Las morras me gustan, son lo mejor de la vida
Me gustan las güeritas tambien las morenitas
Pero que estén locas pa' tirar bien el desmadre
Que si saco un cuerno ellas también quieran jalarle

Que si la muerte
Que si el dinero, que hay que corretiar billete
Ya no hay pendiente

Que buenas noches
...


 ",36.0,38,MENTE POSITIVA,1,0,0,0,0,1,0,1,
38,J BALVIN,0.0,,"Le gusta salir y amanecer
Beber y enloquecerse
Y cuando el día termine
No sé si la vuelvo a ver

Y yo que no traje bloqueador pa' tanto calor que quema

Y ese cuerpito que tú tiene', el traje 'e baño chiquitito te queda
Esa blanquita coge sol y de una ya se pone morena
Un trago en mano, bien borracha, todos saben que su vida es extrema
Dice que no, pero sé que mi flow le corre por las vena'

Y ese cuerpito que tú tiene', el traje 'e baño chiquitito te queda
Esa blanquita coge sol y de una ya se pone morena
Un trago en mano, bien borracha, todos saben que su vida es extrema
Dice que no, pero sé que mi flow le corre por las vena'

Let go
Mami, sacúdete la arena
...


 ",79.0,39,AZUL,0,0,0,0,0,1,0,1,
39,"OZUNA, J BALVIN & CHENCHO CORLEONE",0.0,,"Woh-oh
Yah
El negrito ojo' claro'

Llevo tiempo diciéndoselo (oh, oh, oh)
Que algo mejor se merece (se merece)
Perdiendo su tiempo sigue
Sabiendo que no me pertenece (pertenece)

Y desde que la conocí
Se va con su amiga pa' la disco
Pero cuando le sube la nota, siempre vuelve a mí
Me dice: ""vida mía
Yo sé quе tengo que dejar quе tú hagas tus locuras""

Tú mi locura, baby (baby)
Pasan las horas y más me pide más (me pide más)
No se cansa, parece no tener final
Lo nuestro es una locura (locura)

Tú mi locura, baby (baby)
Pasan las horas y más me pide más (más)
No se cansa, parece no tener final (ah-ah)
Lo nuestro es una locura

Una locura (una locura)
Me encanta cuando lo hacemo' en la Acura (en la Acura)
Ante' de llegar con la foto me tortura' (me tortura')
Se vuelve loca si le aprieto la cintura (eh-eh)
Y ella e' mi baby (baby)

Se pasa to'a la noche apretadita conmigo (conmigo)
Nadie sospecha porque ni por las rede' la sigo (la sigo)
Solo somo' amigo' (oh-oh)
...


 ",79.0,40,UNA LOCURA,0,0,0,1,0,1,0,1,
40,LOS DOS CARNALES,0.0,,"Tú que sabes de pobreza si has vivido entre riqueza
Muchas veces la cabeza en nada ayuda aunque le piensas
Yo estresaba mi guitarra, exigiéndole grandeza
Las ofensas son la fuerza que alimento mi tristeza

No me gusta ser corriente y no me tumba cualquier cosa
Los billetes van y vienen la vida es muy ventajosa
...


 ",72.0,41,VIDA VENTAJOSA,0,0,0,0,1,0,0,1,
41,ANUEL AA,1.0,,"Al reggaetón le ha sido fiel (reggaetón)
Nunca se ha vira'o (nunca)
El party será otro nivel
Calla'o, con las amiga' a fumar (a fumar)
E' una nena mala y le gustan problemático' (problemático')
Es fanática 'el perreo y se sabe to' los clásico' (to' los clásico')

Ella es reggaetonera hasta la tumba (oh, oh)
Lo' fin de semana solo quiere vacilar (oh, oh)
Es loca con que el DJ le zumbe (DJ le zumbe)
To'as las cancione' que la ponen a bailar

Ella es reggaetonera hasta la tumba (hasta la tumba)
Lo' fin de semana solo quiere vacilar (solo quiere vacilar)
Se suelta cuando el DJ le zumba (Uah)
Lo' reggaetone' que la ponen a perrear

Estaba en to' los partie' sin ID (sin ID)
Fumando marihuana (marihuana)
Siempre está pa'l dos pa' dos con la hermana
Vive la vida como si no hay un mañana

Y siempre dice que se va a morir perreando
Sabe que está dura sin tener que estar forzando
Su' enemiga' viven diviendo bando' (bando')
Quiere ser millo' y se muere intentando (yeah, yeah)

Y de lune' a jueve' en la Uni (uah)
Y de vierne' a domingo en la disco (en la disco)
No tiene novio, ella se vive la movie (oh, oh)
Y jangueando con cantante' la han visto (la han visto, uah, brr)
...


 ",22.0,42,REGGAETONERA,0,0,1,0,0,1,0,1,
42,JERRY DI,1.0,,"Baby
Jerry-Jerry
Mmm
(Ah; hol' up, ah)

El tiempo contigo me pasa corriendo, oh
Hacemos el amor todo el fin de de semana
Y siempre me quedo con gana'
Supongamo' que
No hay nadie más que toque tu piel (Uh)
Que no existe él

Imagínate en mi cuarto comiéndote a beso' (Yeah)
Como en los viejo' tiempo', qué rico sería eso (Uh; uh-no)
Imagínate en mi cuarto comiéndote a beso' (Ah; ah)
Como en los viejo' tiempo', qué rico sería eso, baby (Na-na-na), eh

No' peleamo' y arreglamo' (Arreglamo')
En eso siempre estamo' (Estamo')
Desde que no' conocemo' (Uh-uh-uh-uh)
Pero siempre lo hacemo' bueno
Si tú quiere', no' grabamo' (-bamo')
Y despué' lo posteamo' (No, no)
...


 ",76.0,43,MI CUARTO,0,0,1,0,0,1,0,1,
43,LUNAY,1.0,,"Oh-ah-eh
Oh-ah-eh-oh
Oh-ah-eh-oh
Lu-lu

Ven, hagamos un trato (hagamo' un trato)
Quiero tener
Un amor sin contrato

Yo no quiero una relación (no-oh)
Solo quiero tener relacione' (Lu-Lunay)
Baby, a mí no me hables de amor
Conócete mis intencione' (yeah!)

Yo no quiero una relación
Solo quiero tener relacione' (tener relacione')
Baby, a mí no me hables de amor (no, no)
Conoce' bien mis intencione' (lu-lu)

Tú sabe' bien
Que no quiero nada serio (nada serio)
Que yo te hablé claro
Te dije que yo estaba a criterio (¡no!)

Y ahora con tu piquete abusas (eh-eh)
Los pantie' del color de la blusa
Me tiene' dando vuelta', flow ruleta rusa
Cuando tú quieras me usas, pero no se vale amar (no, no)

...


 ",21.0,44,RELACIONES,0,0,0,1,0,1,0,1,
44,AYA NAKAMURA FEATURING MALUMA,1.0,World / France,"Maluma, baby
Aya Nakamura, oh yeah
Wuh

Bebecita, ¿qué pasó? (¿qué pasó?)
¿Qué son tus gana' de pelear? (yeah-eh)
Ya que me empiezo a enamorar (yeah-eh-eh)
Y tú ya quieres terminar

Mais comment ça, le monde est tit-pe? (eh)
Tu croyais quoi, qu'on se verrait plus jamais? (eh)
J'pourrais t'afficher mais c'est pas mon délire
D'après les rumeurs, tu m'as eu dans ton lit (Maluma, baby)

Oh, Djadja (Djadja, ¡uah!)
Tú solita te matas (oh, Djadja)
Pensando que tengo gatas de más
Y que me la paso de fiesta

Oh, Djadja (oh, Djadja)
Y'a pas moyen Djadja (Y a pas moyen Djadja)
J'suis pas ta catin Djadja
Genre, en catchana baby, tu dead ça (oh-yeah)

Bájale, bebé, esto no lleva a nada
Esto de pelear no me gusta nada (yeh)
...


 ",25.0,45,DJADJA (REMIX),0,0,0,0,0,0,0,0,
45,GRUPO FIRME FEATURING LOS CONTACTO,1.0,,"Y yo aguanto todo (Ay no mas)
Así le dije a mi amá cuando miró
Arriba californía a la verga

Y yo aguanto todo
Así le dije a mi amá
Cuando miró que ya dejaba de ser morro

Cuando en bolitas en la esquina por las noche
Me juntaba con los cholos
Y que en los carros me miraban muy de prisa
En las noches o sea de día, quería andar con esos locos

La finiquera
Tierra caliente con las leyes
Con los dedos y con la gente ratera
Me crié en un barrio allá por el lado muerto
Donde formamos los cremas
Ese es mi equipo, es mi camisa, esa es mi casa
...


 ",20.0,46,EL ROTO,1,0,0,0,0,0,0,1,
46,ANUEL AA & ENRIQUE IGLESIAS,,,,,47,FUTBOL & RUMBA,1,0,0,0,0,0,0,1,
47,ESLABON ARMADO,0.0,,"Dame tu calor
No sé qué yo haré sin ti, mi amor
Tú eres mi otra mitad, corazón
Eres mi todo

Tú presencia me mata
Vente porque quiero estar solo
Juntos tú y yo
Los dos somos perfección, sin ti me muero

...


 ",35.0,48,DAME TU CALOR,0,0,0,0,0,0,1,1,
48,ANUEL AA,1.0,,"Real Hasta La Muerte, ¿oíste, cabrón?
Mera, Jeday, bájame el volumen que me escucho ahí fusiona'o (Brr)

Andamo' fuga'o
Y estos cabrone' a mí no me van a coger (no me van a coger)
Capsuleando en el V8 arrebata'o
De pasajero tengo el M16 (brr, brr)

En el cacerío endemonia'o (endemonia'o)
Y el que me fantasmee, se la' va a coger (se la' va a coger)
Socio, pa' la discoteca entramo' arma'o (entramo' arma'o)
Con extensione' como si fuese mujer

Todo el mundo haciendo el baile del dinero (yeh, yeh)
Los maleante', las mujere' y las cuero' (yeh)
Que alce la mano to' el que esté haciendo dinero (esté haciendo dinero)
Ahora estamo' arriba, ya no estamo' en cero

Lambebicho', ¿quién puñeta' eres tú? (brr)
Yo tengo una .45 full pa' tu actitud
Rascabicho', no te atreva' a pisarme las Gamma Blue (Gamma Blue)
Aquí se fuma krippy, patea' como Kung Fu (brr)

Tu jeva quiere que la azote (azote)
Cabrón, y así tú quiere' ser bichote (bichote; uy)
Tú lo que ere' e' un soplapote'
Y Shaquille a Rodman le quitó un rebote, brr

Hasta el respeto de mis enemigo' yo me lo he gana'o
Yo me jodí por lo mío, lo tuyo fue regala'o
A mí me hizo la calle, a ti te hizo tu disquera (uy)
...


 ",49.0,49,NARCOS,1,0,0,0,1,1,0,1,
49,MALUMA & MYKE TOWERS,0.0,,"Rudeboyz
Wuh

Linda, qué bien te ves
Según la' rede' me olvidaste
Pero ese cuento, ¿quién te lo cree? (¿quién te lo cree?)
Solo mi número borraste

¿Pa' qué me quiere' mentir?
Yo tampoco te he olvidado
Desde aquella noche que te fuiste a Madrid
Hasta mi vieja te extraña

¿Y tú no ve' que yo me muero por ti?
Por aquí todo ha cambiado
Excepto el amor que yo sentía por ti
Ese culito me extraña (tú sabe'; ja, ja, yo')

Vuelve otra ve', aunque sea una ve', loco me trae'
Parce, me tienes mal de la cabeza
¿Hace cuánto tiempo no me besas? (tú sabe')
Qué chimba sería si tú regresas (sí)

Vuelve otra ve', aunque sea una ve', loco me trae
Parce, me tienes mal de la cabeza (got me crazy, baby)
¿Hace cuánto tiempo no me besas?
Yo sigo esperándote, bebé
...


 ",30.0,50,MADRID,0,0,0,0,0,1,0,1,
50,EL FANTASMA,0.0,,"Palabra de hombre
Que esta vez, voy aguantar
Lo que tenga que pasar
Y me hará bien la soledad

Voy a dar vuelta a la hoja
Sacaré lo que me estorba
De mi mente las historias
Hoy sus besos se me borran
Y sus ojos no verán
Ni una lágrima rodar

Aquí nadie va a llorar
Tengo prohibido
Recordarla una vez más
No le importa mi cariño
...


 ",67.0,1,PALABRA DE HOMBRE,0,0,0,0,0,0,0,0,
51,CHRISTIAN NODAL,0.0,,"Con el alma bien dolida
Así comenzó mi vida
Me tomé unas cervecitas pa' no sentir dolor
Y aguantar la calor

Le llamé a todos mis compas
Conseguimos una troca
Levantamos unas morras
Y ya se armó el fiestón
Y ya me siento mejor

Y me di cuenta que no te quería tanto como pensaba yo
...


 ",27.0,2,SE ME OLVIDÓ,0,0,0,0,0,0,0,0,
52,EL FANTASMA,0.0,Latin / Regional Mexicano,"Es tu alma
La gemela de mi alma que me calma
Complementa mis sentidos, me desarma
Chaparrita tan bonita, la cintura redondita
El mundo yo quiero darte
Y me muero por besarte

Encantadora
La carcajada de tu risa me enamora
Esa mirada me conquista a todas horas
No te vayas, no te alejes
Te lo pido, no me dejes, en tu ausencia yo no vivo
...


 ",28.0,3,ENCANTADORA,0,0,0,0,0,0,0,0,
53,JOAN SEBASTIAN FT. CALIBRE 50,0.0,,"Seguramente que te voy a suspirar
Un par de meses, medio año, año y medio, ¿qué más da?
Seguramente que me van a reemplazar
Un par de amigos, un amante, un vividor o una deidad

Que sea
Como tenga que ser
Que sea
Lo voy a comprender

Que sea
Como lo quieras tú
Que sea
Yo tengo la virtud

...


 ",30.0,4,QUE SEA,0,0,0,0,0,0,0,0,
54,JULION ALVAREZ,0.0,Latin,"Cuando estuvimos juntos
Sé que tuvimos indiferencias
Es normal tener problemas
También de sabios es tener paciencia
¿Cuántas veces te lo dije?
No hay mal que dure cien años
Pero si tú te marchaste
Sin dejarme hablar

Y así pasaron después los años
Ya te habías ido y yo no comprendía
Más con el tiempo logré aceptar que ya no eras mía

Y ahora regresas aquí a mi vida
...


 ",13.0,5,CUANDO TE AME,0,0,0,0,0,0,0,0,
55,CALIBRE 50,0.0,,"Solo tú provocas un suspiro
Y me haces verte en cada lado que yo miro
Solo tú
Conviertes lo imposible en realidad
Eres mi necesidad

Solo tú me llenas los vacíos
Y hace cuántas vidas yo te habría elegido
¿Por qué tú?
...


 ",27.0,6,SOLO TU,0,0,0,0,0,0,0,0,
56,BANDA LOS SEBASTIANES,0.0,Latin / Regional Mexicano,"(Uy, uy, uy, uy, uy, uy)

Quisiera morirme de una buena peda
Porque esto de amarte me trajo problemas
A través del vaso ya miro tu cara
Las ganas de verte no se van con nada

Tengo mucha prisa por ir a buscarte
Luego, me arrepiento, me gana el coraje
Fue la decepción más grande que he tenido
Lo que tú me hiciste, lo peor que he vivido

...",39.0,8,A TRAVÉS DEL VASO,0,0,0,0,0,0,0,0,
57,CALIBRE 50,0.0,Latin / Regional Mexicano,"Me pediste que te olvidara y te lo cumplí
Ahora explícame qué es lo que quieres, que ya me perdí, pregunta
¿Por qué cambiaste de opinión?
Me quedé cuando me dijiste no eres tú, soy yo

Conociendo tu forma de ser, las cosas no andan bien
De mí no tengo nada que contarte, ya lo superé
Me costó trabajo el aceptar, muchas gracias por preguntar

No me interesa ninguna propuesta, no hay negociación
Insinúas que vuelva contigo o es mi imaginación
Ahí si no se va a poder, no me vas a convencer
...


 ",37.0,9,POR QUÉ CAMBIASTE DE OPINIÓN,0,0,0,0,0,0,0,0,
58,CHRISTIAN NODAL,0.0,Latin / Regional Mexicano,"No necesito que me des explicaciones
Si las razones, ya las sé
Tanto he perdido en cuestiones de amores
Que no me sorprende, perder otra vez

Maldita suerte
Amar a quien no se debe
La mente es fuerte
Pero el corazón no entiende

Nada nuevo
Entregarlo todo y perderlo en el intento
Que me dejen siempre en el peor momento
...


 ",42.0,10,NADA NUEVO,0,0,0,0,0,0,0,0,
59,EL FANTASMA,1.0,,"Aunque de nadie me dejo
No me la doy de valiente
No he conocido la envidia
Eso es para los corrientes
Todos quieren buena vida
Y nadie trabajar decente
Viendo cómo está la cosa de caliente

La vida no vale nada
En un ratito la pierdes
Hoy cualquier tonto te atrasa
Todo por unos billetes
Cuídate de los tacuaches
Aunque sea tu amigo el jefe
Por eso aquí traigo con qué defenderme

Nada más se ocupan huevos
...


 ",33.0,11,BORRACHO DE COCHERA,0,0,0,0,0,0,0,0,
60,PANCHO BARRAZA,,,,20.0,12,POR QUE,0,0,0,0,0,0,0,0,
61,CALIBRE 50,0.0,Latin / Regional Mexicano,"No siento las horas cuando estoy contigo
Me encanta porque todo lo ves positivo
Amo tus lunares y tus cicatrices
Dime en este tiempo dónde te metiste
Que no te podía encontrar

No sé si fue Dios o tal vez fue el destino
Lo único que sé; vamos por buen camino
Que estaré contigo por todas las vidas
Recordar quien eres por si un día lo olvidas
Por ti haría eso y más

Y si no existieras yo te inventaría
...


 ",24.0,13,SIMPLEMENTE GRACIAS,0,0,0,0,0,0,0,0,
62,JULION ALVAREZ,,,,,14,MAS TE RECUERDO,0,0,0,0,0,0,0,0,
63,PANCHO BARRAZA,0.0,Latin / Regional Mexicano,"Yo si te amo, enamorado estoy de ti mi amor
Cuanto te amo, que no soportaría estar sin tí
Por que el amor, llego contigo un día
Por que el amor, por ti volvió a mi día
Tu me conquistas mas de lo que te imaginas
Tu me enamoras más y mas a cada día

Tú eres la mujer que amo
Tú eres la mujer que amo
Tú eres la mujer que amo
Tú eres la mujer que amo
(Yo te amo, yo la amo)
...


 ",20.0,15,LA MUJER QUE AMO,0,0,0,0,0,0,0,0,
64,JULION ALVAREZ,0.0,Latin,"Eres lo que más me gusta
Eres mi hermosa princesa
Nada le temo a la vida
Cuando yo te tengo cerca
Nada me pone a temblar
Excepto cuando me besas

Es que en serio me fascinas
Te presumo en cada esquina
Por supuesto hablo de ti
Cuando yo estoy con tus amigas
De lo mucho que te amo
De lo mucho que te extraño
Lucho para demostrarlo

En cuestión de sentimientos
...


 ",14.0,16,TE LO ESTOY AFIRMANDO,0,0,0,0,0,0,0,0,
65,CHRISTIAN NODAL,0.0,Latin / Regional Mexicano,"Voy a contestarte ahora mismo todas tus preguntas
Pa' dejarte bien claro qué fue lo que pasó
La noche en que me dejaste pasaron cosas
Las mismas cosas que tu amiga ya te contó
¿Y sabes qué?

No te contaron mal, no te voy a negar
Sí nos besamos, nos entregamos
Pero hasta ahí nomás
Fueron unos cuantos besos, dos o tres caricias
Me ganó el deseo de que fuera mía
Hubo coqueteo, ¿Y pues yo qué hacía?
...


 ",76.0,17,NO TE CONTARON MAL,0,0,0,0,0,0,0,0,
66,LA ADICTIVA BANDA SAN JOSE DE MESILLAS,0.0,Music,"Lejos en algún lugar
Escondidos en la gran ciudad
Inventando cualquier tontería
Para vernos solo una vez más

Odio continuar así
Sin poder gritarle a todo el mundo
Este amor que existe entre tú y yo
Pero es la única forma de que estemos juntos

Esto va contra mi voluntad
Quererte amar sin libertad
Pero te vuelvo a mirar
...


 ",35.0,18,ESCONDIDOS,0,0,0,0,0,0,0,0,
67,VOZ DE MANDO,0.0,Latin / Regional Mexicano,"No te queda
Que te hagas la inocente ante la gente
No programes falsas cosas en tu mente
Si tú fuiste la culpable
De llevar a nuestro amor
Hacia la muerte

No te queda
Que publiques que tú siempre eres la buena
Si en tus fotos hablas de lo que aparentas
Si antes fuiste muy feliz
Sabes bien que fue por mí
...


 ",22.0,19,QUITATE LA CARETA,0,0,0,0,0,0,0,0,
68,EL FANTASMA,0.0,Latin / Regional Mexicano,"Solo pido que me traten con respeto
Eso es algo que les voy a agradecer
Tengan claro, lo que das eso recibes
No me busquen o se van a sorprender

Ahora dicen que soy mal agradecido
Solamente quiero hacer las cosas bien
Desde plebe me tocó ser aguerrido
Y bendito sea mi Dios, sigo al 100

Madrecita le agradezco los consejos
Pues, gracias a eso soy hombre de bien
Hoy el circo ya tiene la carpa llena
Yo decido la función que les daré

...


 ",22.0,20,EL CIRCO,0,0,0,0,0,0,0,0,
69,CALIBRE 50,1.0,,"""Ni pa' la machaca sirve Burlesco"", gritó un amigo
Aunque tenía buena sangre, no quisieron al potrillo
Y querían sacrificarlo porque mal había nacido
Barquillero le pusieron que de Generoso es hijo

Dijeron ""no habría manera de sacarle buen provecho""
Y casi lo regalaron como animal de desecho
Lo bonito que tenía lo traiba dentro del pecho
Subestimaron al potro que salió un cabrón bien hecho

...


 ",31.0,21,BARQUILLERO,0,0,0,0,0,0,0,0,
70,EDWIN LUNA Y LA TRAKALOSA DE MONTERREY,0.0,Latin / Regional Mexicano,"Aquí estoy otra vez
Maldiciéndote y amándote a la vez
Con la misma ropa que me puse ayer
En estado inconveniente, porque no quieres volver

Me la paso anestesiando mi dolor
Con cualquier tipo de alcohol
Para sentirme mejor

Me hiciste un borracho que siempre saca el tema
De que no puede olvidarte
Que le jura a todo mundo que ya nunca va a buscarte
Pero acaba bien perdido y con ganas de rogarte

Me hiciste un borracho que defiende su postura
...


 ",27.0,22,ME HICISTE UN BORRACHO,0,0,0,0,0,0,0,0,
71,"ALEJANDRO FERNANDEZ, CALIBRE 50",0.0,,"Ya no te extraño
Me dueles a ratos
Te es diferente
Y justamente

Me dueles a veces
Al recordar
Que te di de más
Y tú indiferente

...


 ",73.0,23,DECEPCIONES,0,0,0,0,0,0,0,0,
72,BANDA MS,,,,,24,POR SIEMPRE MI AMOR,0,0,0,0,0,0,0,0,
73,LA ADICTIVA BANDA SAN JOSE DE MESILLAS,1.0,Music,"Aquí nunca se habló de algo formal
Los dos estábamos de acuerdo
En que era sexo y nada más
¿Qué te pasó? Te confundiste
No debes de ponerte triste
Ya sabes que tengo que irme
Y contestar si ella me llama
Soy tuyo para todo lo que quieras
Pero sólo aquí en la cama
Disfruto lo que pasa en esta habitación
Pero no te confundas
...


 ",28.0,25,LO QUE NUNCA SERA,0,0,0,0,0,0,0,0,
74,REMMY VALENZUELA,0.0,Latin / Regional Mexicano,"A ver, quién no ha sufrido una decepción
A ver, que levante la mano
A ver, quién no ha llorado, alguna vez
Por alguien que se ha marchado

A ver, quién, en su vida jamás, no escribió
Una carta de amor
A ver, quiero saber si soy el único
Estoy seguro que no

...


 ",26.0,26,QUE LEVANTE LA MANO,0,0,0,0,0,0,0,0,
75,LA ARROLLADORA BANDA EL LIMÓN,0.0,Latin / Regional Mexicano,"Me enseñaste lo dulce de la vida, estando a tu lado el mundo sonreía
No había un instante que me descuidarás
Para mi era todo ver cada mañana, tu mirada

Pero se fue entre mis manos, el amor que me tenías
No sé quién tuvo la culpa, fueron tantas tonterías
Hoy no sé qué hacer, quisiera volver, pero tú ya no eres mía

...


 ",24.0,27,NO HE LOGRADO APRENDER,0,0,0,0,0,0,0,0,
76,BANDA LOS SEBASTIANES,0.0,Latin / Regional Mexicano,"Cuánto a que te olvido
No creo que me duelas más de lo que me ha dolido
Ya vas de salida pues lo tengo decidido
Cuando menos lo pienses vivirás en el olvido

Cuánto a que te olvido
Porque no mereces que me acuerde de tu nombre
Ni de lo que eres ni de todo lo que escondes
No vales la pena porque ya enseñaste el cobre

Cuánto a que te olvido
Cuánto a que te saco de mi vida para siempre
...


 ",20.0,28,CUANTO A QUE TE OLVIDO,0,0,0,0,0,0,0,0,
